Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Dropbox acquires Foundry Hiring,Foundry Hiring,Dropbox,09/01/2013,
First Data Corporation acquires Clover,Clover,First Data Corporation,12/01/2012,"$56,100,000"
Evidence.com acquires Familiar,Familiar,Evidence.com,10/07/2013,
Babyoye acquires hoopos.com,hoopos.com,Babyoye,04/01/2013,
Enabledware acquires Clouli,Clouli,Enabledware,09/01/2012,
Yahoo! acquires Bread,Bread,Yahoo!,10/13/2013,
Academia.edu acquires Plasmyd,Plasmyd,Academia.edu,10/23/2013,
SFX Entertainment acquires Tunezy,Tunezy,SFX Entertainment,10/24/2013,
SFX Entertainment acquires Fame House,Fame House,SFX Entertainment,10/24/2013,
WebMD acquires Avado,Avado,WebMD,10/29/2013,
Matomy Market acquires MobAff,MobAff,Matomy Market,07/01/2013,"$6,000,000"
Yesware acquires Attachments.me,Attachments.me,Yesware,11/10/2013,
PandoDaily acquires NSFW Corporation,NSFW Corporation,PandoDaily,11/25/2013,
DENTSPLY International acquires QAHR,QAHR,DENTSPLY International,11/22/2013,
Issuu acquires Magma HQ,Magma HQ,Issuu,03/01/2013,
Yahoo! acquires SkyPhrase,SkyPhrase,Yahoo!,12/02/2013,
Bluechilli acquires The New Agency,The New Agency,Bluechilli,12/05/2013,
Cherry Media acquires Beta.lt,Beta.lt,Cherry Media,05/01/2011,
WalmartLabs acquires Inkiru,Inkiru,WalmartLabs,06/01/2013,
Dealised acquires Lokaly,Lokaly,Dealised,12/15/2011,
OpenTable acquires Quickcue,Quickcue,OpenTable,12/16/2013,"$11,500,000"
W2O Group acquires Ravel,Ravel,W2O Group,04/19/2012,
Apple acquires SnappyLabs,SnappyLabs,Apple,01/04/2014,
Cisco acquires Collaborate.com,Collaborate.com,Cisco,12/17/2013,
Wayin acquires Comenta TV,Comenta TV,Wayin,01/08/2014,
Goldcorp acquires Osisko Mining Corporation,Osisko Mining Corporation,Goldcorp,01/13/2014,"$2,600,000,000"
FullContact acquires Cobook,Cobook,FullContact,01/15/2014,
Fullscreen acquires Supernova,Supernova,Fullscreen,01/15/2014,"$15,000,000"
Deutsche Telekom acquires ChooChee,ChooChee,Deutsche Telekom,07/01/2013,"$100,000,000"
Google acquires Impermium,Impermium,Google,01/16/2014,
Quest Diagnostics acquires Solstas Lab Partners,Solstas Lab Partners,Quest Diagnostics,01/22/2014,"$570,000,000"
WyzAnt.com acquires Tutorspree,Tutorspree,WyzAnt.com,01/24/2014,
Yahoo! acquires Incredible Labs,Incredible Labs,Yahoo!,01/30/2014,
Myntra acquires FITIQUETTE,FITIQUETTE,Myntra,04/04/2013,
Wright Medical Group acquires Solana Surgical,Solana Surgical,Wright Medical Group,02/02/2014,"$90,000,000"
4C acquires The Echo System,The Echo System,4C,12/31/2013,
Yahoo! acquires Wander,Wander,Yahoo!,02/11/2014,
Rakuten acquires Viber,Viber,Rakuten,02/14/2014,"$900,000,000"
Sphere 3d acquires V3 Systems,V3 Systems,Sphere 3d,02/16/2014,"$9,700,000"
StrongLoop acquires NodeFly,NodeFly,StrongLoop,07/23/2013,
Novartis acquires CoStim Pharmaceuticals,CoStim Pharmaceuticals,Novartis,02/18/2014,
Caesars Interactive Entertainment acquires Pacific Interactive,Pacific Interactive,Caesars Interactive Entertainment,02/18/2014,"$90,000,000"
Workday acquires Identified,Identified,Workday,02/20/2014,
ModernHEALTH acquires Legacy Rx Holdings,Legacy Rx Holdings,ModernHEALTH,03/03/2014,
Zhejiang Geely Holding Group acquires Emerald Automotive,Emerald Automotive,Zhejiang Geely Holding Group,03/04/2014,
Vobile acquires Blayze Inc.,Blayze Inc.,Vobile,03/10/2014,
Clinipace WorldWide acquires Choice Pharma,Choice Pharma,Clinipace WorldWide,03/11/2014,
"XO Group, Inc. acquires Gojee",Gojee,"XO Group, Inc.",03/21/2014,
Qube acquires Walmsley Bulk Haulage,Walmsley Bulk Haulage,Qube,03/27/2014,"$8,000,000"
Dropbox acquires Readmill,Readmill,Dropbox,03/28/2014,
Jawbone acquires Playground.fm,Playground.fm,Jawbone,04/01/2014,
Greatist acquires Sportaneous,Sportaneous,Greatist,04/22/2013,
ON Semiconductor acquires Truesense Imaging,Truesense Imaging,ON Semiconductor,04/03/2014,"$92,000,000"
Blue Bottle Coffee acquires Tonx,Tonx,Blue Bottle Coffee,04/08/2014,
Edmodo acquires Root-1,Root-1,Edmodo,03/05/2013,
ArmorText acquires Uppidy,Uppidy,ArmorText,04/10/2014,
Keenon acquires Zitra.com,Zitra.com,Keenon,06/01/2013,
RetailMeNot acquires Pickie,Pickie,RetailMeNot,04/15/2014,
Intralinks acquires docTrackr,docTrackr,Intralinks,04/25/2014,"$10,000,000"
Woodlawn Partners acquires NewKota Services and Rentals,NewKota Services and Rentals,Woodlawn Partners,04/25/2014,
OKWave acquires Davia,Davia,OKWave,05/09/2013,
Ferrellgas acquires Sable Environmental,Sable Environmental,Ferrellgas,05/01/2014,"$124,700,000"
Google acquires Rangespan,Rangespan,Google,05/02/2014,
FireEye acquires nPulse Technologies,nPulse Technologies,FireEye,05/06/2014,"$70,000,000"
Boston Scientific acquires iogyn,iogyn,Boston Scientific,05/06/2014,"$65,000,000"
Appnext acquires Apphome,Apphome,Appnext,05/08/2014,"$2,500,000"
Arcweb Technologies acquires GUIwerks,GUIwerks,Arcweb Technologies,05/14/2014,
LANDESK Software acquires LetMobile,LetMobile,LANDESK Software,05/21/2014,
Dropbox acquires Bubbli,Bubbli,Dropbox,05/21/2014,
Lyft acquires Cherry,Cherry,Lyft,03/26/2013,
Bally Technologies acquires Dragonplay,Dragonplay,Bally Technologies,06/05/2014,"$100,000,000"
Neenah Paper acquires Crane Technical Materials,Crane Technical Materials,Neenah Paper,06/05/2014,"$72,000,000"
Apple acquires Spotsetter,Spotsetter,Apple,06/06/2014,
Apple acquires Color Labs Inc.,Color Labs Inc.,Apple,11/12/2012,"$7,000,000"
Dropbox acquires MobileSpan,MobileSpan,Dropbox,06/10/2014,
Opera acquires AdColony,AdColony,Opera,06/24/2014,"$350,000,000"
Red212 acquires Bare Knuckle Marketing,Bare Knuckle Marketing,Red212,06/16/2014,
Stamps.com acquires ShipStation,ShipStation,Stamps.com,06/16/2014,"$50,000,000"
RapidMiner acquires Radoop,Radoop,RapidMiner,06/17/2014,
CommitChange acquires Connect For a Cause,Connect For a Cause,CommitChange,06/17/2014,
Fab acquires One Nordic Furniture,One Nordic Furniture,Fab,06/18/2014,
Path acquires TalkTo,TalkTo,Path,06/20/2014,
saveme acquires Moda it,Moda it,saveme,01/19/2012,
Sequential Brands Group acquires Galaxy Brand Holdings,Galaxy Brand Holdings,Sequential Brands Group,06/26/2014,
Planet Forward acquires UXFACTORY LLC,UXFACTORY LLC,Planet Forward,01/10/2014,
Xamarin acquires LessPainful,LessPainful,Xamarin,04/16/2013,
Sentica Partners acquires CITEC,CITEC,Sentica Partners,06/02/2011,
Rdio acquires TastemakerX,TastemakerX,Rdio,07/01/2014,
Trilantic Capital Partners acquires Fluid Delivery Solutions,Fluid Delivery Solutions,Trilantic Capital Partners,07/03/2014,
Asure Software acquires FotoPunch,FotoPunch,Asure Software,07/08/2014,"$4,500,000"
Salesforce acquires RelateIQ,RelateIQ,Salesforce,07/11/2014,"$390,000,000"
Lexalytics acquires Semantria,Semantria,Lexalytics,07/14/2014,
LinkedIn acquires Newsle,Newsle,LinkedIn,07/14/2014,
TellApart acquires Freshplum,Freshplum,TellApart,07/15/2014,
Yahoo! acquires Propeld,Propeld,Yahoo!,02/12/2013,
Twitter acquires CardSpring,CardSpring,Twitter,07/17/2014,
Opera acquires Mobile Theory,Mobile Theory,Opera,02/16/2012,"$18,000,000"
Care.com acquires Citrus Lane,Citrus Lane,Care.com,07/18/2014,"$48,600,000"
VertaMedia acquires AdCenter,AdCenter,VertaMedia,07/22/2014,"$400,000"
Epsilon acquires Hyper Marketing,Hyper Marketing,Epsilon,11/12/2012,
WalmartLabs acquires Luvocracy,Luvocracy,WalmartLabs,07/29/2014,
Glu Mobile acquires Cie Games,Cie Games,Glu Mobile,07/30/2014,"$100,000,000"
Cavium acquires Xpliant,Xpliant,Cavium,07/30/2014,"$90,000,000"
Runzheimer International acquires ProcureApp,ProcureApp,Runzheimer International,07/10/2014,
Whistle Sports acquires The Lacrosse Network,The Lacrosse Network,Whistle Sports,06/04/2014,
Bobit acquires LimoforSale,LimoforSale,Bobit,12/21/2012,
Project: Worldwide acquires Thin kmotive,Thin kmotive,Project: Worldwide,11/07/2012,
MobileIron acquires Averail,Averail,MobileIron,04/16/2014,
King.com acquires Nonstop Games,Nonstop Games,King.com,08/13/2014,
Bregal Partners acquires Dental Partners,Dental Partners,Bregal Partners,08/18/2014,
Ticketfly acquires WillCall,WillCall,Ticketfly,08/21/2014,
VMware acquires CloudVolumes,CloudVolumes,VMware,08/20/2014,
Hitcents.com acquires Moonshark,Moonshark,Hitcents.com,08/22/2014,
XLMedia acquires ExciteAd,ExciteAd,XLMedia,09/01/2014,"$19,000,000"
Fatfish Internet Group acquires Appxplore,Appxplore,Fatfish Internet Group,09/01/2014,"$220,080"
RenderStreet acquires BlenderRenders,BlenderRenders,RenderStreet,04/26/2013,
Grey Mountain Partners acquires Ajubeo,Ajubeo,Grey Mountain Partners,05/03/2012,
Atlassian acquires doctape,doctape,Atlassian,09/12/2014,"$7,500,000"
Sedgwick Claims Management Services acquires T&H Global Holdings,T&H Global Holdings,Sedgwick Claims Management Services,09/17/2014,
Digital Turbine acquires Xyo,Xyo,Digital Turbine,10/09/2014,
Citadel Plastics acquires The Composites Group,The Composites Group,Citadel Plastics,10/13/2014,
Becton Dickinson acquires GenCell Biosystems,GenCell Biosystems,Becton Dickinson,10/14/2014,
Digital Guardian acquires Armor5,Armor5,Digital Guardian,10/16/2014,
GLOSSYBOX acquires MonCoffretBeaute,MonCoffretBeaute,GLOSSYBOX,01/19/2012,
StoneCalibre acquires Netplus,Netplus,StoneCalibre,10/21/2014,
Slyce acquires Drivetrain Agency,Drivetrain Agency,Slyce,10/21/2014,"$3,500,000"
Didean Systems acquires DataBanker,DataBanker,Didean Systems,10/24/2014,
Abingdon Health acquires Serascience,Serascience,Abingdon Health,10/24/2014,
SmartFocus acquires Content Savvy,Content Savvy,SmartFocus,09/15/2014,
Wix acquires OpenRest,OpenRest,Wix,10/29/2014,
EMC acquires DSSD,DSSD,EMC,05/05/2014,
Bristol-Myers Squibb acquires Galecto Biotech,Galecto Biotech,Bristol-Myers Squibb,11/04/2014,"$444,000,000"
Ingo Money acquires Fuze Network,Fuze Network,Ingo Money,11/03/2014,
Samsung Electronics acquires Proximal Data,Proximal Data,Samsung Electronics,11/02/2014,
Smarter Agent Mobile acquires toor.me,toor.me,Smarter Agent Mobile,03/01/2011,
FEI Company acquires KonTEM,KonTEM,FEI Company,05/20/2014,
EnerNOC acquires Entelios AG,Entelios AG,EnerNOC,02/17/2014,
Pluralsight acquires Smarterer,Smarterer,Pluralsight,11/19/2014,"$75,000,000"
1-Page acquires BranchOut,BranchOut,1-Page,11/18/2014,"$5,400,000"
Spredfast acquires Mass Relevance,Mass Relevance,Spredfast,04/02/2014,
Tyco International acquires Industrial Safety Technologies,Industrial Safety Technologies,Tyco International,12/10/2014,"$329,500,000"
TicketBox acquires Muaticket,Muaticket,TicketBox,12/01/2014,
Snap Inc. acquires Scan,Scan,Snap Inc.,12/17/2014,"$50,000,000"
Zomato acquires Cibando,Cibando,Zomato,12/18/2014,
Mozido acquires CorFire,CorFire,Mozido,12/18/2014,
Fractal Analytics acquires Mobius Innovations,Mobius Innovations,Fractal Analytics,01/12/2015,
Gravity4 acquires Zurmo,Zurmo,Gravity4,01/13/2015,
Heristo acquires You cook,You cook,Heristo,12/05/2014,
Yello Digital Marketing acquires BCNX,BCNX,Yello Digital Marketing,04/30/2013,
Amazon acquires Annapurna Labs,Annapurna Labs,Amazon,01/22/2015,"$370,000,000"
Dropbox acquires Pixelapse,Pixelapse,Dropbox,01/26/2015,
Upper Street acquires Milk & Honey,Milk & Honey,Upper Street,07/25/2014,
SolarWinds acquires Librato,Librato,SolarWinds,01/30/2015,"$40,000,000"
Bark acquires SkillPages,SkillPages,Bark,02/04/2015,
Mahindra & Mahindra acquires Babyoye,Babyoye,Mahindra & Mahindra,02/04/2015,
Thompson Street Capital Partners acquires Infinity Behavioral Health Services,Infinity Behavioral Health Services,Thompson Street Capital Partners,02/10/2015,
Greenbriar Equity Group acquires Lazer Spot,Lazer Spot,Greenbriar Equity Group,02/09/2015,
Rocket Internet acquires 24hae,24hae,Rocket Internet,02/11/2015,
Insightpool acquires NextPrinciples,NextPrinciples,Insightpool,02/12/2015,
"theScore, Inc. acquires ApptheGame - Swoopt Daily Fantasy Sports",ApptheGame - Swoopt Daily Fantasy Sports,"theScore, Inc.",12/19/2014,
Godrej Nature's Basket acquires EkStop,EkStop,Godrej Nature's Basket,02/17/2015,"$4,800,000"
Crowd Mobile acquires AQA Mobile,AQA Mobile,Crowd Mobile,02/24/2015,"$165,000"
Netpulse acquires Club Apps,Club Apps,Netpulse,10/20/2014,
SunEdison acquires Solar Grid Storage,Solar Grid Storage,SunEdison,03/04/2015,
OCLC acquires Sustainable Collection Services,Sustainable Collection Services,OCLC,01/15/2015,
Snapdeal acquires RupeePower,RupeePower,Snapdeal,03/31/2015,
Drivy acquires Buzzcar,Buzzcar,Drivy,04/02/2015,
Mirafox acquires Telderi,Telderi,Mirafox,08/01/2014,
Kairos AR acquires IMRSV,IMRSV,Kairos AR,04/06/2015,"$2,700,000"
Valore Books acquires Boundless,Boundless,Valore Books,04/06/2015,
ProSiebenSat.1 Media SE acquires Flaconi,Flaconi,ProSiebenSat.1 Media SE,03/18/2015,
Stage 32 acquires Happy Writers,Happy Writers,Stage 32,04/22/2014,
Jawbone acquires Nutrivise,Nutrivise,Jawbone,06/01/2013,
Typing Ltd acquires Spotie,Spotie,Typing Ltd,03/14/2014,
TE Connectivity acquires AdvancedCath,AdvancedCath,TE Connectivity,03/04/2015,
Engine Yard acquires OpDemand,OpDemand,Engine Yard,04/14/2015,
Goldman Sachs acquires Pacific Global Advisors,Pacific Global Advisors,Goldman Sachs,04/23/2015,
Dun & Bradstreet acquires Dun & Bradstreet Credibility Corporation,Dun & Bradstreet Credibility Corporation,Dun & Bradstreet,04/28/2015,"$350,000,000"
Deem acquires Digistrive,Digistrive,Deem,06/01/2014,
Yebhi acquires Stylishyou.in,Stylishyou.in,Yebhi,05/10/2012,
Atlassian acquires Hall,Hall,Atlassian,05/06/2015,"$20,000,000"
PriceMatch acquires PowerYourRoom,PowerYourRoom,PriceMatch,12/18/2014,
Zealot Networks acquires Lord Danger,Lord Danger,Zealot Networks,05/12/2015,
AFB acquires Weza Tele,Weza Tele,AFB,05/15/2015,"$1,700,000"
WeCloud acquires Simitu,Simitu,WeCloud,01/22/2015,
Welltok acquires Predilytics,Predilytics,Welltok,05/19/2015,
Palringo acquires Tribe Studios,Tribe Studios,Palringo,05/20/2015,
Yello Mobile acquires Gushcloud,Gushcloud,Yello Mobile,05/22/2015,
JLL Partners acquires Point Blank Enterprises,Point Blank Enterprises,JLL Partners,05/20/2015,
Matchfire Co acquires Simply Social,Simply Social,Matchfire Co,05/19/2015,
"Cisco acquires Piston Cloud Computing, Inc.","Piston Cloud Computing, Inc.",Cisco,06/03/2015,
J.C. Flowers & Co. acquires AmeriLife,AmeriLife,J.C. Flowers & Co.,06/05/2015,
Clean Energy Fuels acquires NG Advantage,NG Advantage,Clean Energy Fuels,10/14/2014,"$37,650,300"
Gemvara acquires Snipwits,Snipwits,Gemvara,10/31/2011,
Global Fashion Group acquires Tricae,Tricae,Global Fashion Group,07/01/2015,
Recruit Holdings acquires Quipper,Quipper,Recruit Holdings,07/05/2015,"$39,000,000"
Automattic acquires Woo,Woo,Automattic,05/19/2015,"$30,000,000"
ProctorU acquires HigherNext,HigherNext,ProctorU,02/26/2014,
Amobee acquires Adconion Direct,Adconion Direct,Amobee,06/10/2014,
Edtuit acquires Greenstack,Greenstack,Edtuit,05/03/2013,
Cxense acquires Maxifier,Maxifier,Cxense,07/07/2015,
When I Work acquires Shifthub,Shifthub,When I Work,07/13/2015,
IBM acquires Compose,Compose,IBM,07/23/2015,
Everyday Health acquires Tea Leaves Health,Tea Leaves Health,Everyday Health,08/12/2015,"$30,000,000"
Mandiant acquires Unveillance,Unveillance,Mandiant,09/10/2012,
BD Life Sciences acquires Cellular Research,Cellular Research,BD Life Sciences,08/26/2015,
HomeAdvisor acquires CraftJack,CraftJack,HomeAdvisor,06/01/2012,
LANDESK Software acquires Xtraction Solutions,Xtraction Solutions,LANDESK Software,08/31/2015,
Microsoft acquires VoloMetrix,VoloMetrix,Microsoft,09/03/2015,"$250,000,000"
Urban FT acquires Wipit,Wipit,Urban FT,09/04/2015,
Schoola acquires Moxie Jean,Moxie Jean,Schoola,08/17/2015,
WalmartLabs acquires PunchTab,PunchTab,WalmartLabs,09/22/2015,
Anheuser-Busch InBev acquires Golden Road Brewing,Golden Road Brewing,Anheuser-Busch InBev,09/24/2015,
MEDNAX acquires Alegis Revenue Group,Alegis Revenue Group,MEDNAX,09/24/2015,
AppDirect acquires AppCarousel,AppCarousel,AppDirect,09/24/2015,
Aduro BioTech acquires BioNovion,BioNovion,Aduro BioTech,09/29/2015,
Domaine Select Wine & Spirits acquires Vinecraft,Vinecraft,Domaine Select Wine & Spirits,10/01/2015,
eKomi acquires Banking Check,Banking Check,eKomi,08/19/2015,
Dialog Axiata PLC acquires Wow.lk,Wow.lk,Dialog Axiata PLC,10/07/2015,
Little acquires Trideal.in,Trideal.in,Little,10/12/2015,
Rapid7 acquires Logentries,Logentries,Rapid7,10/13/2015,"$68,000,000"
Harrenmedia acquires Social Ad Manager,Social Ad Manager,Harrenmedia,01/01/2014,
Wombat Security Technologies acquires ThreatSim,ThreatSim,Wombat Security Technologies,10/14/2015,
[24]7 acquires Campanja,Campanja,[24]7,10/14/2015,
Imation acquires Connected Data,Connected Data,Imation,10/15/2015,"$7,500,000"
Google acquires Digisfera,Digisfera,Google,10/17/2015,
Human Demand acquires eDealya,eDealya,Human Demand,05/24/2014,
Emerson acquires intelliSAW,intelliSAW,Emerson,10/22/2015,
S-money acquires Le Pot Commun,Le Pot Commun,S-money,10/26/2015,
Time Inc. acquires XoJane,XoJane,Time Inc.,10/26/2015,
Mamba acquires Teamo.ru,Teamo.ru,Mamba,11/02/2015,
Househappy acquires GruntWorks,GruntWorks,Househappy,11/04/2015,
The Chartis Group acquires iVantage Health Analytics,iVantage Health Analytics,The Chartis Group,11/05/2015,
"eBay Enterprise acquires Digital Net Agency, Inc.","Digital Net Agency, Inc.",eBay Enterprise,11/06/2015,
MercadoLibre acquires Dabee,Dabee,MercadoLibre,09/01/2015,
OwnLocal acquires Whoosh Traffic,Whoosh Traffic,OwnLocal,03/21/2014,
Horizon Communication Group acquires Get the Message,Get the Message,Horizon Communication Group,11/23/2015,
Oerlikon acquires Laser Cladding Services,Laser Cladding Services,Oerlikon,11/24/2015,
Perk.com acquires Playerize,Playerize,Perk.com,11/26/2015,
Human Longevity acquires Cypher Genomics,Cypher Genomics,Human Longevity,11/30/2015,
Vice Media acquires The Carrot Company,The Carrot Company,Vice Media,12/10/2013,
Active Network acquires Virtual Event Bags,Virtual Event Bags,Active Network,12/07/2015,
Instill acquires Global Food Exchange,Global Food Exchange,Instill,08/01/2001,
Spencer’s Retail acquires Meragrocer.com,Meragrocer.com,Spencer’s Retail,12/16/2015,
Eletromidia acquires DMS Publicidade Midia Interativa,DMS Publicidade Midia Interativa,Eletromidia,12/22/2015,
Citrix Systems acquires ScaleXtreme,ScaleXtreme,Citrix Systems,08/31/2014,
amaysim acquires Vaya,Vaya,amaysim,01/03/2016,"$70,000,000"
Roche acquires Tensha Therapeutics,Tensha Therapeutics,Roche,01/11/2016,"$535,000,000"
WhoGoHost.com acquires I Host Africa,I Host Africa,WhoGoHost.com,01/12/2016,
Net@Work acquires Pixafy,Pixafy,Net@Work,01/13/2016,
Zealot Networks acquires AdRev,AdRev,Zealot Networks,01/14/2016,"$20,000,000"
Next Glass acquires Untappd,Untappd,Next Glass,01/15/2016,
Cross Country Pipeline Supply acquires Stone Pump & Trench,Stone Pump & Trench,Cross Country Pipeline Supply,01/14/2016,
Factory acquires Silicon Allee,Silicon Allee,Factory,01/19/2016,
Microsoft acquires MinecraftEdu,MinecraftEdu,Microsoft,01/19/2016,
2adpro Media Solutions Inc. acquires Somewhat_ (A 2adpro Company),Somewhat_ (A 2adpro Company),2adpro Media Solutions Inc.,09/30/2015,
QUALIA acquires BlueCava,BlueCava,QUALIA,01/20/2016,
migme acquires LoveByte,LoveByte,migme,10/16/2014,
Votigo acquires Heyo,Heyo,Votigo,01/04/2016,
LeadG2 acquires Vitberg,Vitberg,LeadG2,02/04/2016,
Levvel acquires RCBJ Consulting,RCBJ Consulting,Levvel,02/04/2016,
Sunshine acquires PressureNet,PressureNet,Sunshine,02/04/2016,
KPMG acquires Markets IT,Markets IT,KPMG,02/08/2016,
nubelo acquires Prolancer,Prolancer,nubelo,07/08/2015,
Pivotal acquires Neo Innovation,Neo Innovation,Pivotal,02/18/2016,
Huckberry acquires Flint and Tinder,Flint and Tinder,Huckberry,02/16/2016,
"RallyBound acquires Chorus, LLC","Chorus, LLC",RallyBound,02/23/2016,
Clickable acquires Talkwheel,Talkwheel,Clickable,02/26/2016,
ePressPack acquires PressKing,PressKing,ePressPack,02/26/2015,
Welocalize acquires Adapt Worldwide,Adapt Worldwide,Welocalize,02/29/2016,
Declara acquires Whodini,Whodini,Declara,09/05/2014,
Datto acquires Paradeon Technologies,Paradeon Technologies,Datto,07/22/2013,
Reward Gateway acquires Yomp,Yomp,Reward Gateway,03/08/2016,
INRIX acquires Opencar,Opencar,INRIX,03/10/2016,
WeTransfer acquires Present Plus,Present Plus,WeTransfer,03/10/2016,
V.i. Laboratories acquires Trackerbird,Trackerbird,V.i. Laboratories,03/08/2016,
Bonnier acquires Hittahem,Hittahem,Bonnier,03/11/2016,
Taptica International acquires AreaOne,AreaOne,Taptica International,10/27/2015,"$17,000,000"
HealthTap acquires Docphin,Docphin,HealthTap,03/14/2016,
PineByte acquires FX Junction,FX Junction,PineByte,03/15/2016,
Optimus Outcome acquires Autism Acumen,Autism Acumen,Optimus Outcome,03/16/2016,
Dropbox acquires Anchovi Labs,Anchovi Labs,Dropbox,09/28/2012,
Kickstarter acquires DRIP,DRIP,Kickstarter,03/17/2016,
Fullscreen acquires StageBloc,StageBloc,Fullscreen,03/17/2016,
Arsenal Capital Partners acquires Pacific Urethanes,Pacific Urethanes,Arsenal Capital Partners,03/18/2016,
Cocon acquires Ierae Security,Ierae Security,Cocon,03/21/2016,
W.L. Ross & Co acquires Nexeo Solutions Holdings,Nexeo Solutions Holdings,W.L. Ross & Co,03/20/2016,
Prosegur acquires Dognaedis,Dognaedis,Prosegur,03/23/2016,
FullContact acquires Brewster,Brewster,FullContact,03/23/2016,
PopHealthCare acquires Educerus,Educerus,PopHealthCare,07/29/2014,
CenturyLink acquires netAura,netAura,CenturyLink,03/30/2016,
Biotech Capital acquires Biointelect,Biointelect,Biotech Capital,04/04/2016,
DanDrit Biotech USA acquires OncoSynergy,OncoSynergy,DanDrit Biotech USA,04/05/2016,
Future Group acquires FabFurnish,FabFurnish,Future Group,04/06/2016,
Sodexo acquires XXImo,XXImo,Sodexo,03/17/2016,
Twist Bioscience acquires Genome Compiler,Genome Compiler,Twist Bioscience,04/06/2016,
Experticity acquires ReadyPulse,ReadyPulse,Experticity,04/05/2016,
Synta Pharmaceuticals acquires Madrigal Pharmaceuticals Inc.,Madrigal Pharmaceuticals Inc.,Synta Pharmaceuticals,04/14/2016,"$253,900,000"
Euclid Opportunities acquires ENSO Financial Analytics,ENSO Financial Analytics,Euclid Opportunities,04/14/2016,
WebQA acquires GovHelper,GovHelper,WebQA,02/24/2016,
Univision Communications acquires Fusion,Fusion,Univision Communications,04/22/2016,
Shamrock Capital Advisors acquires Silvergate Media,Silvergate Media,Shamrock Capital Advisors,04/25/2016,
OGF SA acquires Serenium Services Funeraires SAS,Serenium Services Funeraires SAS,OGF SA,04/26/2016,
Ernst & Young acquires Tasman Consulting,Tasman Consulting,Ernst & Young,04/27/2016,
Proximity Insight acquires Alluring Logic,Alluring Logic,Proximity Insight,05/01/2016,
Bed Bath & Beyond acquires Of a Kind,Of a Kind,Bed Bath & Beyond,08/11/2015,
Wearable Technologies Limited acquires Visijax,Visijax,Wearable Technologies Limited,12/05/2014,
Amgen acquires Synergen,Synergen,Amgen,11/19/1994,
Jabil acquires Kasalis,Kasalis,Jabil,08/06/2015,
Atlantic Alliance Partnership acquires TLA Worldwide,TLA Worldwide,Atlantic Alliance Partnership,05/03/2016,"$200,000,000"
Precision for Medicine acquires Applied Immunology,Applied Immunology,Precision for Medicine,05/03/2016,
Qualaroo acquires CatchFree,CatchFree,Qualaroo,06/14/2012,
Airtime acquires vLine,vLine,Airtime,05/05/2016,
CSC acquires 42Six Solutions,42Six Solutions,CSC,10/03/2012,
EMC acquires Spanning Cloud Apps,Spanning Cloud Apps,EMC,10/28/2014,
"Calumet Specialty Products Partners, L.P. acquires United Petroleum Company",United Petroleum Company,"Calumet Specialty Products Partners, L.P.",02/28/2014,
Google acquires Softcard,Softcard,Google,03/04/2015,
Microsoft acquires id8 Group R2 Studios,id8 Group R2 Studios,Microsoft,01/02/2013,
USTC iFLYTEK Science and Technology acquires Beijing Lezhixing Software,Beijing Lezhixing Software,USTC iFLYTEK Science and Technology,03/23/2016,"¥496,000,000"
Parker Hannifin acquires T Squared Manufacturing,T Squared Manufacturing,Parker Hannifin,11/03/2003,
"Clayton, Dubilier & Rice acquires High Ridge Brands",High Ridge Brands,"Clayton, Dubilier & Rice",05/17/2016,"$415,000,000"
Transaction Data Systems acquires Lagniappe Health,Lagniappe Health,Transaction Data Systems,05/17/2016,
EasyPark acquires Parko,Parko,EasyPark,05/18/2016,
Stratesphere acquires Venture Highway,Venture Highway,Stratesphere,05/18/2016,
Squan acquires Strong Tower Communications,Strong Tower Communications,Squan,05/18/2016,
Live Nation Entertainment acquires InDMusic,InDMusic,Live Nation Entertainment,05/19/2016,
Real Estate Webmasters Inc acquires Guaranteedsale.com,Guaranteedsale.com,Real Estate Webmasters Inc,01/20/2015,
Evonik Industries acquires Alkion Biopharma,Alkion Biopharma,Evonik Industries,05/23/2016,
Sport Ngin acquires KYCK.com,KYCK.com,Sport Ngin,05/25/2016,
Universal Music Group acquires Fame House,Fame House,Universal Music Group,05/26/2016,"$1,000,000"
CVC Capital Partners acquires AR Packaging,AR Packaging,CVC Capital Partners,05/30/2016,
"Luye Medical Group Co., Ltd acquires Vela Diagnostics Pte. Ltd.",Vela Diagnostics Pte. Ltd.,"Luye Medical Group Co., Ltd",08/04/2015,
etouches acquires Zentila,Zentila,etouches,06/01/2016,
NYX Interactive acquires Betdigital,Betdigital,NYX Interactive,05/31/2016,
Delivery Hero acquires DameJidlo,DameJidlo,Delivery Hero,01/09/2015,
Digital Tomorrow Today acquires Tweetchup,Tweetchup,Digital Tomorrow Today,06/13/2016,
Flippa acquires Domain Holdings Group,Domain Holdings Group,Flippa,05/20/2015,
iProspect acquires Search Factory,Search Factory,iProspect,06/14/2016,
Autodesk acquires Socialcam,Socialcam,Autodesk,07/16/2012,"$60,000,000"
CooperSurgical acquires Endosee,Endosee,CooperSurgical,10/09/2014,"$44,000,000"
GLI Finance acquires FundingKnight,FundingKnight,GLI Finance,06/28/2016,
MPS Technologies acquires Mag+,Mag+,MPS Technologies,07/02/2016,
