Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
NonProfitEasy acquires Uruut,Uruut,NonProfitEasy,11/01/2014,
Check Point Software Technologies acquires Hyperwise,Hyperwise,Check Point Software Technologies,02/18/2015,"$80,000,000"
BuzzFeed acquires GoPoP (formally known as Zeega),GoPoP (formally known as Zeega),BuzzFeed,02/19/2015,
Box acquires Airpost.io,Airpost.io,Box,02/20/2015,
CrunchTime! Information Systems acquires Mahana,Mahana,CrunchTime! Information Systems,01/30/2015,
Bristol-Myers Squibb acquires Flexus Biosciences,Flexus Biosciences,Bristol-Myers Squibb,02/23/2015,"$1,250,000,000"
Foodpanda acquires EatOye Pvt. Ltd.,EatOye Pvt. Ltd.,Foodpanda,02/06/2015,
thredUP acquires Kindermint,Kindermint,thredUP,02/23/2015,
Vayner Media acquires Betabox,Betabox,Vayner Media,02/25/2015,
iyzico acquires mypat,mypat,iyzico,11/01/2014,
Docker acquires SocketPlane,SocketPlane,Docker,03/04/2015,
SugarCRM acquires Stitch,Stitch,SugarCRM,03/08/2015,
Square acquires Kili,Kili,Square,03/11/2015,
Patreon acquires Subbable,Subbable,Patreon,03/16/2015,
"mixi America, Inc. acquires TicketCamp",TicketCamp,"mixi America, Inc.",03/19/2015,"¥11,500,000,000"
Minibar Delivery acquires Booze Carriage,Booze Carriage,Minibar Delivery,03/20/2015,
Giphy acquires Nutmeg,Nutmeg,Giphy,03/19/2015,
Newnote Financial acquires CoinTrader.net,CoinTrader.net,Newnote Financial,03/19/2015,"$1,500,000"
"ATM Digital Branding acquires cynergyMC, LLC","cynergyMC, LLC",ATM Digital Branding,03/20/2015,
HubSpot acquires Rekindle,Rekindle,HubSpot,03/24/2015,
Intuit acquires Playbook HR,Playbook HR,Intuit,03/24/2015,
500v acquires Mashups,Mashups,500v,03/05/2015,
GoodBarber acquires Mougli,Mougli,GoodBarber,03/30/2015,
The Climate Corporation acquires 640 Labs,640 Labs,The Climate Corporation,12/08/2014,
CipherCloud acquires Anicut,Anicut,CipherCloud,04/01/2015,
Cimpress acquires Printdeal,Printdeal,Cimpress,02/18/2014,
Weight Watchers International acquires Weilos,Weilos,Weight Watchers International,04/06/2015,
Reserve acquires HAIL,HAIL,Reserve,04/07/2015,
ProSiebenSat.1 Media SE acquires Amorelie,Amorelie,ProSiebenSat.1 Media SE,03/18/2015,
Apple acquires Dryft,Dryft,Apple,04/08/2015,
Square acquires Fastbite,Fastbite,Square,04/08/2015,
Satoshi Citadel Industries acquires BuyBitcoin,BuyBitcoin,Satoshi Citadel Industries,04/13/2015,
ALPHA Camp acquires Pragmatic Labs,Pragmatic Labs,ALPHA Camp,04/14/2015,
Apple acquires Linx Imaging,Linx Imaging,Apple,04/14/2015,"$20,000,000"
Localytics acquires Splitforce,Splitforce,Localytics,04/14/2015,
Tourmaline Labs acquires Zenhavior,Zenhavior,Tourmaline Labs,12/12/2014,
blinkx acquires All Media Network,All Media Network,blinkx,04/16/2015,
ClassPass acquires fitmob,fitmob,ClassPass,04/23/2015,
Fyber acquires Falk Realtime,Falk Realtime,Fyber,04/22/2015,
Bridgepoint acquires Nordic Cinema Group,Nordic Cinema Group,Bridgepoint,04/28/2015,
Flipkart acquires Appiterate,Appiterate,Flipkart,04/29/2015,
Amazon acquires Clusterk,Clusterk,Amazon,04/30/2015,
TAPTAP Networks acquires Grasner,Grasner,TAPTAP Networks,10/14/2014,€0
Percentil acquires Kirondo,Kirondo,Percentil,03/09/2015,
"Niara, Inc. acquires PetaSecure, Inc.","PetaSecure, Inc.","Niara, Inc.",05/01/2015,
Forbes acquires Camerama,Camerama,Forbes,03/16/2015,
Newnote Financial acquires PayIvy,PayIvy,Newnote Financial,05/12/2015,"$260,000"
J.F. Lehman & Co acquires Sprint Energy Services,Sprint Energy Services,J.F. Lehman & Co,05/14/2015,
Askme.Com acquires BestsAtLowest.com,BestsAtLowest.com,Askme.Com,05/15/2015,"$10,000,000"
Autodesk acquires Modio,Modio,Autodesk,03/19/2015,
"Hortonworks acquires SequenceIQ, Inc.","SequenceIQ, Inc.",Hortonworks,04/13/2015,
Hortonworks acquires XA Secure,XA Secure,Hortonworks,05/15/2014,
Zuora acquires Frontleaf,Frontleaf,Zuora,05/20/2015,
Meijer acquires Aureus Health Services,Aureus Health Services,Meijer,05/20/2015,
Snapdeal acquires MartMobi Technologies,MartMobi Technologies,Snapdeal,05/26/2015,
Vox Media acquires Re/code,Re/code,Vox Media,05/26/2015,
Rowl acquires Open Me,Open Me,Rowl,05/10/2015,
Blue Bottle Coffee acquires Perfect Coffee,Perfect Coffee,Blue Bottle Coffee,02/01/2015,
AppLift acquires Bidstalk,Bidstalk,AppLift,05/28/2015,
Sonata acquires Grasner,Grasner,Sonata,11/01/2014,
eVestment acquires TopQ Software,TopQ Software,eVestment,06/02/2015,
LogMeIn acquires Zamurai,Zamurai,LogMeIn,06/04/2015,"$6,000,000"
Aralez Pharmaceuticals acquires Tribute Pharmaceuticals Canada,Tribute Pharmaceuticals Canada,Aralez Pharmaceuticals,06/08/2015,"$146,000,000"
Bloglovin acquires Finale,Finale,Bloglovin,06/09/2015,
Zynga acquires superlabs,superlabs,Zynga,06/15/2015,
Twitter acquires Namo Media,Namo Media,Twitter,06/05/2014,"$50,000,000"
Twitter acquires Whetlab,Whetlab,Twitter,06/17/2015,
Tasting Table acquires Flavour,Flavour,Tasting Table,06/15/2015,
Unigo acquires Cinergy Education,Cinergy Education,Unigo,09/01/2014,
Safari Books Online acquires popforms,popforms,Safari Books Online,06/24/2015,
Deliv acquires WeDeliver,WeDeliver,Deliv,06/24/2015,
Lyft acquires Leo,Leo,Lyft,06/26/2015,
Undertone acquires Sparkflow,Sparkflow,Undertone,06/18/2015,"$20,000,000"
MAG Interactive acquires Delinquent Interactive,Delinquent Interactive,MAG Interactive,07/01/2015,
Domino acquires Sunible,Sunible,Domino,01/01/2014,
Crowd Mobile acquires Kiss Hugs,Kiss Hugs,Crowd Mobile,01/23/2015,"$3,000,000"
Pluralsight acquires HackHands,HackHands,Pluralsight,07/09/2015,
Splunk acquires Caspida,Caspida,Splunk,07/09/2015,"$190,000,000"
BTC Media acquires yBitcoin,yBitcoin,BTC Media,12/01/2014,
Remitly acquires Talio Labs,Talio Labs,Remitly,07/14/2015,
Wish acquires Locket,Locket,Wish,07/14/2015,
SimilarWeb acquires Swayy,Swayy,SimilarWeb,07/20/2015,"$5,000,000"
Lookingglass Cyber Solutions acquires Kleissner & Associates,Kleissner & Associates,Lookingglass Cyber Solutions,07/21/2015,
Dropbox acquires Clementine,Clementine,Dropbox,07/22/2015,
Boom Financial acquires PagueMob,PagueMob,Boom Financial,01/01/2015,
"The E.W. Scripps Company acquires Midroll Media, LLC","Midroll Media, LLC",The E.W. Scripps Company,07/22/2015,
Liberty Hall Capital Partners acquires LaCroix Industries,LaCroix Industries,Liberty Hall Capital Partners,07/28/2015,
AXADO acquires Shipfy,Shipfy,AXADO,07/27/2015,
Stratis Advisory acquires CoinComply,CoinComply,Stratis Advisory,03/16/2015,
Boxful acquires Go 'N' Live,Go 'N' Live,Boxful,08/04/2015,
Delphi Automotive PLC acquires Ottomatika,Ottomatika,Delphi Automotive PLC,08/04/2015,
LIGA acquires Learning outcomes,Learning outcomes,LIGA,08/05/2015,"$950,000"
AdShare acquires Primo Media,Primo Media,AdShare,08/04/2015,"$3,500,000"
Cargill acquires Ewos,Ewos,Cargill,08/17/2015,"€1,350,000,000"
Venntro Media Company acquires Revealr Software Limited,Revealr Software Limited,Venntro Media Company,08/20/2015,
Chic by Choice acquires La Remia,La Remia,Chic by Choice,08/25/2015,
Novo Nordisk acquires MB2,MB2,Novo Nordisk,08/27/2015,
Flextronics International acquires NEXTracker,NEXTracker,Flextronics International,09/08/2015,"$330,000,000"
IBM acquires StrongLoop,StrongLoop,IBM,09/10/2015,
Microsoft acquires Double Labs,Double Labs,Microsoft,09/10/2015,
Zynga acquires Rising Tide Games,Rising Tide Games,Zynga,09/14/2015,
"Appsfire acquires Wittified, LLC","Wittified, LLC",Appsfire,09/10/2015,
Soothe acquires Unwind Me,Unwind Me,Soothe,09/15/2015,
Snap Inc. acquires Looksery,Looksery,Snap Inc.,09/15/2015,"$150,000,000"
homelane acquires doowup,doowup,homelane,09/15/2015,
TeamSystem acquires Fatture in Cloud,Fatture in Cloud,TeamSystem,09/15/2015,
Q4 acquires Oxford Intelligence Partners,Oxford Intelligence Partners,Q4,09/16/2015,
Foodpanda acquires Food Runner,Food Runner,Foodpanda,02/06/2015,
Jukin Media acquires People are Awesome,People are Awesome,Jukin Media,09/23/2015,
Gutenberg Technology acquires Neodemia,Neodemia,Gutenberg Technology,09/23/2015,
HelpChat acquires Niffler,Niffler,HelpChat,09/25/2015,
Freshdesk acquires Frilp,Frilp,Freshdesk,10/01/2015,
Apple acquires Perceptio,Perceptio,Apple,10/05/2015,
Risk Management Solutions acquires HWind Scientific,HWind Scientific,Risk Management Solutions,10/07/2015,
Gannett Co Inc acquires Journal Media Group,Journal Media Group,Gannett Co Inc,10/07/2015,"$280,000,000"
Rapid Addition acquires DET Technologies,DET Technologies,Rapid Addition,10/07/2015,
RiskIQ acquires PassiveTotal,PassiveTotal,RiskIQ,10/08/2015,
Dining Alliance acquires Main Street Genome,Main Street Genome,Dining Alliance,10/01/2015,
Eros acquires PingTune - Music Messenger,PingTune - Music Messenger,Eros,10/12/2015,
Inshorts acquires Retention,Retention,Inshorts,10/14/2015,
Velocity acquires Tab Payments Corp.,Tab Payments Corp.,Velocity,10/16/2015,
Gravity4 acquires Conyak,Conyak,Gravity4,10/20/2015,
Docker acquires Tutum,Tutum,Docker,10/21/2015,
SWK Technologies acquires Oates & Co,Oates & Co,SWK Technologies,10/20/2015,
Twitter acquires ZeroPush,ZeroPush,Twitter,10/26/2015,
Greenwood Hall acquires Uvize,Uvize,Greenwood Hall,10/27/2015,
Trent acquires eatshoplove,eatshoplove,Trent,10/28/2015,
TMG Consulting acquires RIM Solutions,RIM Solutions,TMG Consulting,10/29/2015,
"John Wiley & Sons, Inc acquires AnalystSuccess.com",AnalystSuccess.com,"John Wiley & Sons, Inc",10/29/2015,
LifeLock acquires bop.fm,bop.fm,LifeLock,10/29/2015,
Porch acquires Fountain,Fountain,Porch,10/29/2015,
Taskbob acquires Zepper,Zepper,Taskbob,11/02/2015,
KSIX Media acquires DigitizeIQ,DigitizeIQ,KSIX Media,11/02/2015,
Penton acquires MRO Network,MRO Network,Penton,11/02/2015,
Follett Corporation acquires Advanced-Online,Advanced-Online,Follett Corporation,10/03/2015,
PagerDuty acquires Event Enrichment HQ,Event Enrichment HQ,PagerDuty,11/03/2015,
Abraaj Group acquires Clinique Specialisee Menara,Clinique Specialisee Menara,Abraaj Group,11/04/2015,
Gomalon acquires Bookmyspa,Bookmyspa,Gomalon,11/05/2015,"$1,800,000"
bepretty acquires Mibell,Mibell,bepretty,08/07/2015,
Shadowfax Technologies acquires Pickingo,Pickingo,Shadowfax Technologies,11/09/2015,
Ola acquires Geotagg,Geotagg,Ola,11/11/2015,
Acapela Group acquires CreaWave,CreaWave,Acapela Group,11/12/2015,
"Sigma Designs acquires Bretelon, Inc.","Bretelon, Inc.",Sigma Designs,11/12/2015,
Galvanize acquires Zipfian Academy,Zipfian Academy,Galvanize,11/18/2015,
PadillaCRT acquires Joe Smith,Joe Smith,PadillaCRT,11/17/2015,
FlixBus acquires LIINITA,LIINITA,FlixBus,11/18/2015,
TrekkSoft acquires Acteavo,Acteavo,TrekkSoft,11/18/2015,
OpenHouse acquires fypio,fypio,OpenHouse,11/19/2015,
Quby acquires Joulo,Joulo,Quby,02/02/2015,
Wallapop acquires Sell it,Sell it,Wallapop,11/25/2015,
Anthem acquires Cobalt Corporation,Cobalt Corporation,Anthem,06/04/2003,"$906,000,000"
Sports365.in acquires tennishub.in,tennishub.in,Sports365.in,11/27/2015,
Wingify acquires Navilytics,Navilytics,Wingify,11/30/2015,
DoubleVerify acquires RealTargeting,RealTargeting,DoubleVerify,02/10/2014,
Times Internet acquires Get Me A Shop,Get Me A Shop,Times Internet,11/30/2015,
AutoAlert acquires MotoFuze,MotoFuze,AutoAlert,12/01/2015,
Mobify acquires Dónde,Dónde,Mobify,12/01/2015,
MagicTiger acquires Instano,Instano,MagicTiger,12/03/2015,
Indegene Lifesystems acquires SmartCare,SmartCare,Indegene Lifesystems,12/02/2015,
Gateway Media acquires Tickld,Tickld,Gateway Media,12/04/2015,
"RetailNext acquires Pikato, Inc","Pikato, Inc",RetailNext,10/13/2015,
Interactive Intelligence Group acquires Customer360,Customer360,Interactive Intelligence Group,12/10/2015,
SimilarWeb acquires Quettra,Quettra,SimilarWeb,12/10/2015,"$10,000,000"
LiveIntent acquires Mojn,Mojn,LiveIntent,12/10/2015,
Salem Media Group acquires Instapray,Instapray,Salem Media Group,12/10/2015,
LabX Media Group acquires Biotech Connect,Biotech Connect,LabX Media Group,12/14/2015,
The Carlyle Group acquires PIB Insurance,PIB Insurance,The Carlyle Group,12/15/2015,
Palo Alto Networks acquires CirroSecure,CirroSecure,Palo Alto Networks,05/01/2015,
LiveIntent acquires Avari,Avari,LiveIntent,11/02/2015,
Freshdesk acquires Konotor,Konotor,Freshdesk,12/16/2015,
Anchorage Capital Partners acquires Affinity Education Group,Affinity Education Group,Anchorage Capital Partners,09/15/2015,"$212,000,000"
PepperTap acquires jiffstore,jiffstore,PepperTap,12/21/2015,
Pivotal acquires CloudCredo Ltd,CloudCredo Ltd,Pivotal,12/21/2015,
Lightower Fiber Networks acquires HarborLite Networks,HarborLite Networks,Lightower Fiber Networks,12/21/2015,
Workz acquires Banner Tips,Banner Tips,Workz,01/21/2000,
LocoMobi acquires Discount Park and Ride,Discount Park and Ride,LocoMobi,12/27/2015,
OneTwoTrip acquires Corner,Corner,OneTwoTrip,12/29/2015,
ViewMarket acquires RSVP Social Calendar,RSVP Social Calendar,ViewMarket,12/29/2015,
"TBX Group, Inc acquires mPathDiscovery, LLC","mPathDiscovery, LLC","TBX Group, Inc",12/30/2015,
Career Step acquires Code3 CME,Code3 CME,Career Step,01/06/2016,
EnLink Midstream acquires Tall Oak Midstream,Tall Oak Midstream,EnLink Midstream,01/07/2016,"$1,550,000,000"
Zenvia acquires Vivera,Vivera,Zenvia,03/11/2015,
Garmin acquires PulsedLight,PulsedLight,Garmin,01/13/2016,
Digital Currency Group acquires CoinDesk,CoinDesk,Digital Currency Group,01/13/2016,"$500,000"
Hack Reactor acquires MakerSquare,MakerSquare,Hack Reactor,01/21/2015,
Coupa Software acquires TripScanner,TripScanner,Coupa Software,07/20/2015,
StyleSeat acquires BeautyBooked,BeautyBooked,StyleSeat,01/19/2016,
Riverbed Technology acquires Ocedo,Ocedo,Riverbed Technology,01/20/2016,
National Credit Center acquires AimLogic,AimLogic,National Credit Center,01/20/2016,
meXBT acquires Coin Republic,Coin Republic,meXBT,08/01/2015,
99 Bitcoins acquires Coin Brief,Coin Brief,99 Bitcoins,09/01/2015,
"Digital West acquires AdSmart, Inc.","AdSmart, Inc.",Digital West,12/31/2015,
Nextech Systems acquires Supramed,Supramed,Nextech Systems,01/26/2016,
PerkinElmer acquires Vanadis Diagnostics,Vanadis Diagnostics,PerkinElmer,01/26/2016,
InVision acquires Macaw,Macaw,InVision,01/26/2016,
FireEye acquires Invotas,Invotas,FireEye,02/02/2016,
Raizlabs acquires Find and Form,Find and Form,Raizlabs,06/01/2015,
CustomInk acquires Represent,Represent,CustomInk,02/04/2016,
One Medical acquires Rise,Rise,One Medical,02/05/2016,"$20,000,000"
Hired acquires ZLemma,ZLemma,Hired,02/08/2016,
AppLift acquires appiris,appiris,AppLift,02/19/2015,
Toppr acquires Manch,Manch,Toppr,02/11/2016,
Argosy Private Equity acquires Nationwide Industries,Nationwide Industries,Argosy Private Equity,02/15/2016,"$22,200,000"
"Palantir Technologies acquires Kimono Labs, Inc.","Kimono Labs, Inc.",Palantir Technologies,02/15/2016,
Zimmber acquires FindYahan,FindYahan,Zimmber,02/16/2016,
"ClickTale acquires FlightRecorder, Inc.","FlightRecorder, Inc.",ClickTale,02/16/2016,
Vidooly acquires iCouchApp,iCouchApp,Vidooly,02/18/2016,
Google acquires Pie,Pie,Google,02/18/2016,
TravelerCar acquires Carnomise,Carnomise,TravelerCar,11/25/2015,
Blab acquires Podclear,Podclear,Blab,09/30/2015,
BuzzMyVideos acquires MakeTag,MakeTag,BuzzMyVideos,02/23/2016,
GiftConnect acquires Klick Push,Klick Push,GiftConnect,10/01/2015,
Volansys Technologies acquires Xzadium Technologies,Xzadium Technologies,Volansys Technologies,01/01/2015,
Kakao acquires Parking Square,Parking Square,Kakao,02/29/2016,
DAQRI acquires 1066 Labs,1066 Labs,DAQRI,03/01/2016,
SugarCRM acquires Contastic,Contastic,SugarCRM,03/02/2016,
Fuze acquires Contactive,Contactive,Fuze,02/04/2015,
iEntertainment Network acquires TapStar Interactive Software Limited,TapStar Interactive Software Limited,iEntertainment Network,03/02/2016,
Minted acquires Guildery,Guildery,Minted,03/03/2016,
NFP acquires Group Force,Group Force,NFP,03/03/2016,
SnappCar acquires MinbilDinbil,MinbilDinbil,SnappCar,04/01/2015,
Peak Indicators acquires Alto Intelligence,Alto Intelligence,Peak Indicators,03/07/2016,
Veeqo acquires ParcelBright,ParcelBright,Veeqo,03/08/2016,
Riot Games acquires Radiant Entertainment,Radiant Entertainment,Riot Games,03/08/2016,
Booker acquires Frederick,Frederick,Booker,03/08/2016,
Venture Stream acquires Commvia,Commvia,Venture Stream,03/07/2016,
Naviant acquires Strategic Database Group,Strategic Database Group,Naviant,02/29/2000,
App Annie acquires Appscotch,Appscotch,App Annie,03/14/2016,
Square acquires Framed Data,Framed Data,Square,03/14/2016,
N3TWORK acquires Nio Games,Nio Games,N3TWORK,08/20/2015,
Sports.ru acquires 90live.org,90live.org,Sports.ru,03/15/2016,
FinTech Studios acquires iubble,iubble,FinTech Studios,03/15/2016,
Payoneer acquires Armor Payments,Armor Payments,Payoneer,03/15/2016,
GAIA System Solutions acquires Sension,Sension,GAIA System Solutions,05/22/2015,
iFood acquires SpoonRocket,SpoonRocket,iFood,03/17/2016,
Magicbricks acquires Properji,Properji,Magicbricks,03/17/2016,
Foodpanda acquires Delivery.com Hong Kong,Delivery.com Hong Kong,Foodpanda,03/18/2016,
Forenom acquires Friday Flats,Friday Flats,Forenom,03/17/2016,
Commut acquires H2O Cabs,H2O Cabs,Commut,03/21/2016,
Bio-Techne acquires Zephyrus Biosciences,Zephyrus Biosciences,Bio-Techne,03/21/2016,
Zymeworks acquires Kairos Therapeutics,Kairos Therapeutics,Zymeworks,03/22/2016,
AppDirect acquires Xendo,Xendo,AppDirect,03/01/2016,
Intralinks acquires Verilume,Verilume,Intralinks,03/25/2016,
Tinder acquires Humin,Humin,Tinder,03/29/2016,
Meltwater acquires Encore Alert,Encore Alert,Meltwater,03/29/2016,
Brocade Communications Systems acquires StackStorm,StackStorm,Brocade Communications Systems,03/29/2016,
Careem acquires Savaree,Savaree,Careem,03/30/2016,
SheKnows Media acquires Hello Flo,Hello Flo,SheKnows Media,03/30/2016,
Jugnoo acquires Yelo,Yelo,Jugnoo,09/19/2015,
Morningstar acquires RightPond,RightPond,Morningstar,03/31/2016,
Reklamstore acquires Rekmob,Rekmob,Reklamstore,03/01/2016,
Ericsson acquires NodePrime,NodePrime,Ericsson,04/05/2016,
Simply Wall St acquires Cappio,Cappio,Simply Wall St,04/04/2016,
OneUp Sports acquires Tixers,Tixers,OneUp Sports,04/01/2015,
AngelHack acquires Codeity,Codeity,AngelHack,04/05/2016,
Cequens acquires Vytru,Vytru,Cequens,02/08/2016,
CPXi acquires Sweigh,Sweigh,CPXi,04/05/2016,
Doctor.com acquires ReferBright,ReferBright,Doctor.com,03/16/2016,
HoneyBook acquires Wedding Spot,Wedding Spot,HoneyBook,04/04/2016,
migme acquires Shopdeca.com,Shopdeca.com,migme,04/12/2016,"$710,000"
"KDDI acquires AppBroadCast Co., Ltd.","AppBroadCast Co., Ltd.",KDDI,04/12/2016,
delivery.com acquires BrewDrop,BrewDrop,delivery.com,04/12/2016,
Homemade acquires CookNook,CookNook,Homemade,04/13/2016,
Polar 3D acquires STEAMtrax,STEAMtrax,Polar 3D,04/12/2016,
Ecommerce Alliance acquires Libute GmbH,Libute GmbH,Ecommerce Alliance,04/12/2016,
The Asahi Shimbun Company acquires Somewrite,Somewrite,The Asahi Shimbun Company,04/19/2016,
Pixius Communications acquires AngelComputing,AngelComputing,Pixius Communications,04/17/2016,
Bigbox acquires Cookapp,Cookapp,Bigbox,04/15/2016,
HIG Capital acquires Valtris Specialty Chemicals,Valtris Specialty Chemicals,HIG Capital,12/01/2014,
Idea180 acquires SanaSana,SanaSana,Idea180,01/13/2016,
SolarWinds acquires GNS3 Technologies Inc.,GNS3 Technologies Inc.,SolarWinds,01/11/2015,
Shots Studios acquires Mindie,Mindie,Shots Studios,04/20/2016,
CleverToday acquires Sidereo,Sidereo,CleverToday,04/20/2016,
Oxmite Digital acquires Guava Informatics,Guava Informatics,Oxmite Digital,04/16/2016,
US Agriculture acquires Halderman Real Asset Management LLC,Halderman Real Asset Management LLC,US Agriculture,04/25/2016,
Clearstream.TV acquires EngageHD Inc.,EngageHD Inc.,Clearstream.TV,09/25/2014,
Ingenico Group acquires Lyudia,Lyudia,Ingenico Group,04/26/2016,
C4X Discovery acquires Adorial,Adorial,C4X Discovery,04/27/2016,
CloudMedx Inc acquires Gyrus Labs,Gyrus Labs,CloudMedx Inc,04/27/2016,
Affirm acquires Sweep,Sweep,Affirm,04/27/2016,
BIOWORLD Merchandising acquires VoxPop Clothing,VoxPop Clothing,BIOWORLD Merchandising,04/27/2016,
DNA2.0 acquires MIGS LLC,MIGS LLC,DNA2.0,04/27/2016,
Halo BI acquires Mental Desk,Mental Desk,Halo BI,01/15/2016,
You & Mr Jones acquires theAmplify,theAmplify,You & Mr Jones,04/29/2016,
Beaupass acquires Wellnessly.com,Wellnessly.com,Beaupass,04/29/2016,
Hawkers Co. acquires Northweek Sunglasses,Northweek Sunglasses,Hawkers Co.,04/27/2016,
Google acquires Synergyse,Synergyse,Google,05/01/2016,
Micron Technology acquires TiDAL Systems,TiDAL Systems,Micron Technology,10/02/2015,
Xact Data Discovery acquires F1 Discovery,F1 Discovery,Xact Data Discovery,05/03/2016,
General Mills acquires Epic Provisions,Epic Provisions,General Mills,01/06/2016,
"GrubHub acquires Bask Labs, Inc.","Bask Labs, Inc.",GrubHub,04/01/2016,
Capella Education Company acquires DevMountain,DevMountain,Capella Education Company,05/04/2016,"$20,000,000"
Snapdeal acquires TargetingMantra,TargetingMantra,Snapdeal,05/05/2016,
Emcor Group acquires Rabalais Constructors,Rabalais Constructors,Emcor Group,03/21/2016,
Oracle Corporation acquires CloudMonkey,CloudMonkey,Oracle Corporation,06/30/2015,
Salesforce acquires Implisit,Implisit,Salesforce,05/09/2016,
Aruba Networks acquires Rasa Networks,Rasa Networks,Aruba Networks,05/09/2016,
Google acquires Dark Blue Labs,Dark Blue Labs,Google,10/23/2014,
Google acquires Vision Factory,Vision Factory,Google,10/23/2014,
SilverVue acquires ProMD,ProMD,SilverVue,07/01/2015,
Kensington Vanguard National Land Services acquires CORE Title of Colorado,CORE Title of Colorado,Kensington Vanguard National Land Services,05/11/2016,
letgo acquires Wallapop,Wallapop,letgo,05/12/2016,
Glispa Global Group acquires Mobils,Mobils,Glispa Global Group,05/17/2016,
HudlHealth acquires Seratis,Seratis,HudlHealth,05/17/2016,
Zalando SE acquires AMAZE,AMAZE,Zalando SE,05/18/2016,
BeMyEye acquires LocalEyes App,LocalEyes App,BeMyEye,05/19/2016,
Storytel acquires Mofibo,Mofibo,Storytel,05/20/2016,
DOCTENA acquires DocBook,DocBook,DOCTENA,05/20/2016,
LinkedIn acquires Run Hop,Run Hop,LinkedIn,05/05/2016,
Facebook acquires Two Big Ears Ltd,Two Big Ears Ltd,Facebook,05/23/2016,
Northcap acquires Comparo.dk,Comparo.dk,Northcap,09/18/2013,
VIF International Education acquires Participate Learning,Participate Learning,VIF International Education,05/25/2016,
Kabam acquires Superweapon,Superweapon,Kabam,05/26/2016,
Workday acquires Upshot,Upshot,Workday,07/14/2015,
BroadSoft acquires Intellinote,Intellinote,BroadSoft,05/31/2016,
Crest Industries LLC acquires Optimal Field Services LLC,Optimal Field Services LLC,Crest Industries LLC,06/01/2016,
Occipital acquires Replica Labs,Replica Labs,Occipital,06/02/2016,
Mobify acquires Jeapie,Jeapie,Mobify,12/01/2015,
Vanitee acquires Mefitted,Mefitted,Vanitee,06/06/2016,
QUALITANCE acquires LaunchPodium,LaunchPodium,QUALITANCE,06/06/2016,
CopperHill Consulting acquires Omega Data,Omega Data,CopperHill Consulting,06/02/2016,
Red Gate Software acquires 3T Software Labs,3T Software Labs,Red Gate Software,06/06/2016,
PLS acquires followon,followon,PLS,05/06/2015,
Shandong Luyitong Intelligent Electric acquires Canaan Creative,Canaan Creative,Shandong Luyitong Intelligent Electric,06/08/2016,"$466,000,000"
oi media acquires Adclever,Adclever,oi media,06/14/2016,
Global Advisors Bitcoin Investment Fund acquires XBT Provider,XBT Provider,Global Advisors Bitcoin Investment Fund,06/14/2016,
Lawgix acquires Fixed,Fixed,Lawgix,06/15/2016,
Condé Nast acquires Backchannel,Backchannel,Condé Nast,06/16/2016,
Erecruit acquires eStaff365,eStaff365,Erecruit,10/13/2014,
Glispa Global Group acquires MoneyTap,MoneyTap,Glispa Global Group,03/23/2016,
TAL Education Group acquires Shunshun Education Inc.,Shunshun Education Inc.,TAL Education Group,06/16/2016,
Yatra acquires mGaadi,mGaadi,Yatra,06/17/2016,
Newell Brands Inc. acquires BOND,BOND,Newell Brands Inc.,04/01/2016,
"Kuber Financial acquires Mobilend, Inc.","Mobilend, Inc.",Kuber Financial,06/20/2016,
Capital Confirmation acquires VeriFirm Services,VeriFirm Services,Capital Confirmation,05/10/2016,
NerdWallet acquires aboutLife,aboutLife,NerdWallet,06/28/2016,
"Apollo Global Management, LLC acquires Diamond Resorts International",Diamond Resorts International,"Apollo Global Management, LLC",06/29/2016,"$2,200,000,000"
Sherpa Marketing acquires The IT Marketing Agency,The IT Marketing Agency,Sherpa Marketing,06/27/2016,
ironSource acquires StreamRail,StreamRail,ironSource,06/30/2016,
Gaming Innovation Group acquires Betit Group,Betit Group,Gaming Innovation Group,06/30/2016,
Obela Fresh Dips & Spreads acquires Florentin,Florentin,Obela Fresh Dips & Spreads,06/30/2016,
Knowledge Machine International acquires everyStory,everyStory,Knowledge Machine International,07/01/2016,
Northshore Management Company acquires Fiveworx,Fiveworx,Northshore Management Company,07/12/2016,
Snapdeal acquires GoJavas,GoJavas,Snapdeal,07/14/2016,
XSplit acquires Player.me,Player.me,XSplit,07/14/2016,
ShopClues.com acquires Momoe Technologies,Momoe Technologies,ShopClues.com,07/15/2016,
Ultra Capital acquires EverVest,EverVest,Ultra Capital,07/16/2016,
Providence Health & Services acquires Medicast,Medicast,Providence Health & Services,07/21/2016,
Carbon Black acquires Confer Technologies,Confer Technologies,Carbon Black,07/19/2016,
New Relic acquires Immediately,Immediately,New Relic,07/15/2016,
SEO Solutions Pty Ltd. acquires Sydney SEO Partners,Sydney SEO Partners,SEO Solutions Pty Ltd.,07/23/2016,
Raise Marketplace acquires Slide,Slide,Raise Marketplace,06/24/2016,
Alibaba Pictures Group Limited acquires Taobao Movie,Taobao Movie,Alibaba Pictures Group Limited,11/04/2015,
Trinity Mirror acquires Local World,Local World,Trinity Mirror,08/01/2016,"$220,000,000"
Nike acquires Virgin Mega USA,Virgin Mega USA,Nike,08/02/2016,
Chauffeur Prive acquires Djump,Djump,Chauffeur Prive,07/30/2015,
