Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Outbrain acquires Visual Revenue,Visual Revenue,Outbrain,03/07/2013,
LinkedIn acquires Pulse,Pulse,LinkedIn,04/13/2013,"$90,000,000"
TrustedID acquires Unsubscribe.com,Unsubscribe.com,TrustedID,11/15/2011,
Rackspace acquires Airbrake.io,Airbrake.io,Rackspace,03/28/2013,
Intel acquires Whamcloud,Whamcloud,Intel,07/13/2012,
Anything Technologies Media acquires R-Quest Hydroponics,R-Quest Hydroponics,Anything Technologies Media,04/03/2013,
NetApp acquires ionGrid (now part of NetApp),ionGrid (now part of NetApp),NetApp,02/11/2013,
Box acquires Crocodoc,Crocodoc,Box,05/09/2013,
Yahoo! acquires MileWise,MileWise,Yahoo!,05/09/2013,
Yahoo! acquires Loki Studios,Loki Studios,Yahoo!,05/10/2013,
Barracuda Networks acquires CudaSign,CudaSign,Barracuda Networks,05/14/2013,
Mino Games acquires Playcraft Labs,Playcraft Labs,Mino Games,05/13/2013,
Autodesk acquires Tinkercad,Tinkercad,Autodesk,05/05/2013,
Adobe Systems acquires Thumb Labs,Thumb Labs,Adobe Systems,05/22/2013,
OtterBox acquires Lifeproof,Lifeproof,OtterBox,05/22/2013,
"Spafinder® Wellness, Inc. acquires bTreated",bTreated,"Spafinder® Wellness, Inc.",07/01/2012,
Avnet acquires Seamless Technologies,Seamless Technologies,Avnet,06/10/2013,
Zynga acquires Spooky Cool Labs,Spooky Cool Labs,Zynga,06/19/2013,
Intuit acquires Elastic Intelligence,Elastic Intelligence,Intuit,06/21/2013,
Reputation.com acquires PaperKarma,PaperKarma,Reputation.com,06/27/2013,
Yahoo! acquires Bignoggins Productions,Bignoggins Productions,Yahoo!,07/02/2013,
SumAll acquires TwentyFeet,TwentyFeet,SumAll,07/11/2013,
Shopzilla acquires Zappli,Zappli,Shopzilla,07/11/2013,
FX Concepts acquires Track,Track,FX Concepts,09/28/2012,
Dropbox acquires Endorse,Endorse,Dropbox,07/20/2013,
"nCrowd, Inc. acquires Tippr",Tippr,"nCrowd, Inc.",04/24/2013,
ERN acquires Elucidata,Elucidata,ERN,08/02/2013,
RecargaPay acquires Cupónica,Cupónica,RecargaPay,07/01/2011,
Groupon acquires Crowdmass,Crowdmass,Groupon,04/29/2011,
99designs acquires LogoChef,LogoChef,99designs,08/27/2013,
Google acquires WIMM Labs,WIMM Labs,Google,08/31/2013,
Rakuten acquires Viki,Viki,Rakuten,09/01/2013,"$200,000,000"
Eventbrite acquires Lanyrd,Lanyrd,Eventbrite,09/03/2013,
Infinite Monkeys acquires AppMakr,AppMakr,Infinite Monkeys,08/21/2013,
Datapipe acquires Newvem,Newvem,Datapipe,09/10/2013,
Icarus Studios acquires Zabu Studio,Zabu Studio,Icarus Studios,05/31/2012,
Xchanging acquires MarketMaker4,MarketMaker4,Xchanging,09/20/2013,
Lagoa acquires 3DTin,3DTin,Lagoa,09/22/2013,
AHAlife.com acquires Kaptur,Kaptur,AHAlife.com,01/15/2013,
Alibaba acquires Kanbox,Kanbox,Alibaba,09/25/2013,
Automattic acquires Cloudup,Cloudup,Automattic,09/25/2013,
MX Technologies acquires myJibe,myJibe,MX Technologies,11/01/2011,
Google acquires Flutter,Flutter,Google,10/02/2013,"$40,000,000"
Apple acquires Cue,Cue,Apple,10/04/2013,"$50,000,000"
PHD Virtual Technologies acquires VirtualSharp Software,VirtualSharp Software,PHD Virtual Technologies,04/01/2013,
Twin Butte Energy acquires Black Shire Energy,Black Shire Energy,Twin Butte Energy,10/09/2013,"$358,000,000"
Facebook acquires Onavo,Onavo,Facebook,10/14/2013,"$150,000,000"
Betterment acquires ImpulseSave,ImpulseSave,Betterment,10/18/2013,
Zaarly acquires Workables,Workables,Zaarly,01/01/2013,
Groupon acquires Ditto,Ditto,Groupon,04/17/2012,
Sounday acquires Kiver Digital,Kiver Digital,Sounday,11/29/2013,
RetailNext acquires Nearbuy Systems,Nearbuy Systems,RetailNext,12/03/2013,
Rheem Manufacturing acquires Heat Transfer Products Group,Heat Transfer Products Group,Rheem Manufacturing,12/04/2013,
NewLeaf Symbiotics acquires Intuitive Genomics,Intuitive Genomics,NewLeaf Symbiotics,12/06/2013,
iBuy acquires Dealguru,Dealguru,iBuy,12/07/2013,"$34,000,000"
Navion Insurance acquires Leaky,Leaky,Navion Insurance,08/31/2013,
WalmartLabs acquires Grabble,Grabble,WalmartLabs,11/01/2011,
Dealised acquires Lokaly,Lokaly,Dealised,12/15/2011,
BackOffice Associates acquires Entota,Entota,BackOffice Associates,12/16/2013,
Smaato acquires adsmobi,adsmobi,Smaato,07/25/2013,
Rebellion Media Group acquires HomeSav,HomeSav,Rebellion Media Group,07/25/2013,
PayPal acquires StackMob,StackMob,PayPal,12/17/2013,
Verizon Communications acquires UpLynk,UpLynk,Verizon Communications,11/13/2013,
"Chalkable, Inc (fka Software Technology) acquires Chalkable",Chalkable,"Chalkable, Inc (fka Software Technology)",12/09/2013,"$10,000,000"
Groupon acquires Ticket Monster (Korea),Ticket Monster (Korea),Groupon,01/02/2014,"$260,000,000"
Apigee acquires InsightsOne,InsightsOne,Apigee,01/08/2014,
ClickDelivery acquires Buenos Aires Delivery,Buenos Aires Delivery,ClickDelivery,01/08/2014,
Deutsche Telekom acquires ChooChee,ChooChee,Deutsche Telekom,07/01/2013,"$100,000,000"
RCS Capital acquires Cetera Financial,Cetera Financial,RCS Capital,01/16/2014,"$1,150,000,000"
Yahoo! acquires SPARQ,SPARQ,Yahoo!,01/21/2014,
Google acquires Google DeepMind,Google DeepMind,Google,01/26/2014,"$500,000,000"
"Ypulse, Inc. acquires Thumb",Thumb,"Ypulse, Inc.",06/26/2013,
Suning acquires Manzuo.com,Manzuo.com,Suning,01/28/2014,
Valeant Pharmaceuticals International acquires PreCision Dermatology,PreCision Dermatology,Valeant Pharmaceuticals International,02/03/2014,"$500,000,000"
Sosh acquires Hopscotch,Hopscotch,Sosh,07/12/2011,"$1,000,000"
Actuate acquires Legodo AG,Legodo AG,Actuate,02/05/2014,
adQuota acquires MobiTargets,MobiTargets,adQuota,02/05/2014,
Plyce acquires Bon-Privé,Bon-Privé,Plyce,10/01/2012,
Amicus Therapeutics acquires Callidus Biopharma,Callidus Biopharma,Amicus Therapeutics,11/01/2013,
Ebates acquires Pushpins,Pushpins,Ebates,01/22/2013,
Ebates acquires OneReceipt,OneReceipt,Ebates,09/06/2012,
Infibeam acquires ODigMa,ODigMa,Infibeam,02/24/2014,"$5,000,000"
Moko Social Media acquires Offermobi,Offermobi,Moko Social Media,08/01/2012,
Didit Search Marketing acquires SEOPledge,SEOPledge,Didit Search Marketing,10/22/2013,
Intel acquires Basis Science,Basis Science,Intel,03/03/2014,"$100,000,000"
Yoopies acquires Yokoro,Yokoro,Yoopies,03/20/2014,
Neustar acquires GO.CO,GO.CO,Neustar,03/20/2014,"$109,000,000"
"Digital Management, Inc. acquires Knowledge Path Solutions",Knowledge Path Solutions,"Digital Management, Inc.",03/25/2014,"$22,000,000"
Nomi acquires Media Armor,Media Armor,Nomi,03/27/2014,
Twitter acquires Mesagraph,Mesagraph,Twitter,03/31/2014,
Warwick Energy Group acquires R/C Sugarkane,R/C Sugarkane,Warwick Energy Group,04/01/2014,
HitFox Group acquires Datamonk,Datamonk,HitFox Group,04/03/2014,
BlackBerry acquires LiveProfile,LiveProfile,BlackBerry,10/01/2011,
Adello Inc acquires HStreaming,HStreaming,Adello Inc,09/05/2013,
evvnt acquires Evently,Evently,evvnt,04/01/2014,
lynda.com acquires Compilr,Compilr,lynda.com,04/07/2014,"$20,000,000"
CJIS Solutions acquires Vertical Computer Services,Vertical Computer Services,CJIS Solutions,10/01/2013,
ClearSlide acquires Crunched,Crunched,ClearSlide,07/02/2013,
Travelogy acquires Nearby.sg,Nearby.sg,Travelogy,06/01/2012,
Groupon acquires Beeconomic Singapore,Beeconomic Singapore,Groupon,06/08/2011,
ADYOULIKE acquires Content Amp,Content Amp,ADYOULIKE,04/10/2014,"$2,500,000"
Criteo acquires AdQuantic,AdQuantic,Criteo,04/11/2014,
"SevOne, Inc. acquires RapidEngines",RapidEngines,"SevOne, Inc.",04/10/2014,
WealthEngine acquires BrightContext,BrightContext,WealthEngine,04/16/2014,
OPKO Health acquires Inspiro Medical,Inspiro Medical,OPKO Health,04/17/2014,"$10,000,000"
Monitise acquires Grapple Mobile,Grapple Mobile,Monitise,09/06/2013,
Square 2 Marketing acquires SixTwo Interactive,SixTwo Interactive,Square 2 Marketing,10/23/2013,
RadioIO acquires CrowdStream,CrowdStream,RadioIO,04/30/2014,
Yello Mobile acquires PriceArea,PriceArea,Yello Mobile,05/05/2014,
Pronoun acquires Booklr,Booklr,Pronoun,02/01/2014,
Autodesk acquires Inforbix,Inforbix,Autodesk,08/28/2012,
Google acquires Divide,Divide,Google,05/20/2014,"$120,000,000"
Network for Good acquires GiveCorps,GiveCorps,Network for Good,05/20/2014,
Pharos Capital Partners acquires Employee Benefit Solutions,Employee Benefit Solutions,Pharos Capital Partners,05/21/2014,
Huron Capital acquires American Auto Auction Group,American Auto Auction Group,Huron Capital,05/22/2014,
First Business Bank acquires Aslin Group,Aslin Group,First Business Bank,05/23/2014,"$30,100,000"
Marin Software acquires Perfect Audience,Perfect Audience,Marin Software,06/02/2014,"$22,800,000"
Cloudera acquires Gazzang,Gazzang,Cloudera,06/02/2014,
Woven Digital acquires BroBible,BroBible,Woven Digital,11/13/2012,
Powa Technologies acquires MPayMe,MPayMe,Powa Technologies,06/12/2014,"$75,000,000"
Parametric Technology (PTC) acquires Atego,Atego,Parametric Technology (PTC),06/16/2014,"$50,000,000"
Twitter acquires SnappyTV,SnappyTV,Twitter,06/19/2014,
Matomy Market acquires Team Internet,Team Internet,Matomy Market,06/23/2014,
Dropbox acquires Predictive Edge,Predictive Edge,Dropbox,07/01/2014,
ConAgra Foods acquires Tai Mei Potato Industry,Tai Mei Potato Industry,ConAgra Foods,07/14/2014,"$93,000,000"
DraftKings acquires Draftstreet,Draftstreet,DraftKings,07/15/2014,
Cleaver-Brooks acquires Affiliated Power Services,Affiliated Power Services,Cleaver-Brooks,07/21/2014,
tastytrade acquires Quiet Foundation,Quiet Foundation,tastytrade,03/23/2012,
Prophet acquires The Material Group,The Material Group,Prophet,09/13/2012,
Teradata acquires Hadapt,Hadapt,Teradata,07/22/2014,
Glu Mobile acquires Cie Games,Cie Games,Glu Mobile,07/30/2014,"$100,000,000"
OpenTable acquires Copilot Labs,Copilot Labs,OpenTable,08/02/2014,
ChangYou acquires MoboTap,MoboTap,ChangYou,07/18/2014,"$91,000,000"
Caesars Interactive Entertainment acquires Playtika,Playtika,Caesars Interactive Entertainment,05/19/2011,
TRIBUS acquires Displet,Displet,TRIBUS,08/01/2014,
Tapjoy acquires 5Rocks,5Rocks,Tapjoy,08/05/2014,
kaufDA acquires MeinProspekt,MeinProspekt,kaufDA,07/29/2014,
Practice Fusion acquires Ringadoc,Ringadoc,Practice Fusion,08/06/2014,
Spindle acquires MeNetwork,MeNetwork,Spindle,03/08/2013,
Rakuten acquires Slice Technologies,Slice Technologies,Rakuten,08/11/2014,
ironSource acquires AfterDownload,AfterDownload,ironSource,02/20/2013,"$28,000,000"
"Viggle, Inc. acquires Loyalize",Loyalize,"Viggle, Inc.",02/16/2012,"$5,000,000"
Ticketfly acquires WillCall,WillCall,Ticketfly,08/21/2014,
DLC acquires Beacon Resources,Beacon Resources,DLC,08/27/2014,
STATS acquires BSports,BSports,STATS,09/04/2014,"$15,000,000"
Zynga acquires Wild Needle,Wild Needle,Zynga,05/14/2012,"$3,800,000"
Batteries Plus acquires LED Hut,LED Hut,Batteries Plus,09/09/2014,
"Lucent Mobile, Inc. acquires Proxomo Software, Inc.","Proxomo Software, Inc.","Lucent Mobile, Inc.",05/07/2013,
"MedStatix acquires Blue Ocean Solutions & Support, LLC","Blue Ocean Solutions & Support, LLC",MedStatix,02/01/2014,
Google acquires Lift Labs,Lift Labs,Google,09/11/2014,
Qualcomm Incorporated acquires Euvision Technologies,Euvision Technologies,Qualcomm Incorporated,09/15/2014,
1World Online acquires Flipter,Flipter,1World Online,09/15/2014,
DirectCash Payments acquires EzeATM,EzeATM,DirectCash Payments,09/18/2014,"$14,100,000"
Red Hat acquires FeedHenry,FeedHenry,Red Hat,09/18/2014,"$82,000,000"
Ripplewood Holdings acquires Citadele Banka AS,Citadele Banka AS,Ripplewood Holdings,09/17/2014,
Huawei Technologies acquires Neul,Neul,Huawei Technologies,09/22/2014,"$25,000,000"
TBC Holdings acquires LocalVox Media,LocalVox Media,TBC Holdings,09/23/2014,
EnCana acquires Athlon Energy,Athlon Energy,EnCana,09/30/2014,"$5,930,000,000"
OnCore Biopharma acquires Enantigen Therapeutics,Enantigen Therapeutics,OnCore Biopharma,10/01/2014,
Chegg acquires Internships.com,Internships.com,Chegg,10/02/2014,"$11,000,000"
XPEC Entertainment acquires Tongbu Technology,Tongbu Technology,XPEC Entertainment,10/08/2014,"$174,500,000"
Premium Point Investments acquires Residential Capital Management,Residential Capital Management,Premium Point Investments,10/14/2014,
Ensighten acquires Anametrix,Anametrix,Ensighten,10/15/2014,
Good Technology acquires Macheen,Macheen,Good Technology,10/21/2014,"$8,300,000"
Rovi Corporation acquires Fan TV,Fan TV,Rovi Corporation,11/03/2014,
IntercontinentalExchange acquires True Office,True Office,IntercontinentalExchange,11/04/2014,
YouGov acquires Decision Fuel,Decision Fuel,YouGov,01/09/2014,
Infogram acquires Visualoop,Visualoop,Infogram,12/03/2014,
Rhapsody acquires Extension Entertainment,Extension Entertainment,Rhapsody,08/04/2014,
Yandex acquires Metabar,Metabar,Yandex,12/09/2014,
SocialWellth acquires Happtique,Happtique,SocialWellth,12/10/2014,
Intuit acquires Acrede HR & Payroll Solutions,Acrede HR & Payroll Solutions,Intuit,12/10/2014,
Oculus acquires 13th Lab,13th Lab,Oculus,12/12/2014,
Privateer Holdings acquires Leafly,Leafly,Privateer Holdings,12/01/2011,
Payment Data Systems acquires Akimbo Financial,Akimbo Financial,Payment Data Systems,12/16/2014,"$3,000,000"
EMC acquires Maginatics,Maginatics,EMC,10/28/2014,
Roche acquires Bina Technologies,Bina Technologies,Roche,12/19/2014,
blinkx acquires AdKarma,AdKarma,blinkx,12/22/2014,
Kabam acquires Magic Pixel Games,Magic Pixel Games,Kabam,01/13/2014,
Athenahealth acquires Razor Insights,Razor Insights,Athenahealth,01/14/2014,
Twitter acquires Zipdial,Zipdial,Twitter,01/19/2015,"$30,000,000"
Abcam acquires Firefly BioWorks,Firefly BioWorks,Abcam,01/21/2015,"$28,000,000"
Equinix acquires Nimbo,Nimbo,Equinix,01/22/2015,
Fingerprint acquires Cognitive Kid,Cognitive Kid,Fingerprint,01/28/2015,
Whistle acquires Snaptracs,Snaptracs,Whistle,01/29/2015,
Google acquires Launchpad Toys,Launchpad Toys,Google,02/03/2015,
Mahindra & Mahindra acquires Babyoye,Babyoye,Mahindra & Mahindra,02/04/2015,
Gravity4 acquires Argyle Social,Argyle Social,Gravity4,12/01/2014,
LINE Corporation acquires WebPay,WebPay,LINE Corporation,02/10/2015,
Just Eat acquires SinDelantal,SinDelantal,Just Eat,10/02/2012,"£2,500,000"
Zealot Networks acquires Neighbor Agency,Neighbor Agency,Zealot Networks,02/17/2015,
Jonas Software acquires 97 Display,97 Display,Jonas Software,08/20/2014,
The Carlyle Group acquires Primesport,Primesport,The Carlyle Group,02/17/2015,
Snapdeal acquires Exclusively,Exclusively,Snapdeal,02/18/2015,
Shore Capital Partners acquires Summit Medical,Summit Medical,Shore Capital Partners,02/23/2015,
"Akamai Technologies acquires Xerocole, Inc.","Xerocole, Inc.",Akamai Technologies,03/02/2015,
8KMiles Software Services acquires Mindprint,Mindprint,8KMiles Software Services,03/09/2015,"$400,000"
Kareo acquires DoctorBase,DoctorBase,Kareo,03/11/2015,
Groupe Santiane acquires Courtage Street,Courtage Street,Groupe Santiane,12/19/2013,
Microsoft acquires LiveLoop,LiveLoop,Microsoft,03/26/2015,
MeinAuto acquires AutoDa,AutoDa,MeinAuto,09/13/2013,
Zynga acquires Whereoscope,Whereoscope,Zynga,02/01/2011,
Marlin Equity Partners acquires e-MDs,e-MDs,Marlin Equity Partners,03/31/2015,
Avant acquires ReadyForZero,ReadyForZero,Avant,03/31/2015,
Mobiquity acquires Morgan Clark & Co,Morgan Clark & Co,Mobiquity,03/31/2015,
Summit Partners acquires DentalPro,DentalPro,Summit Partners,04/02/2015,
Rizk Ventures acquires Classroom24-7,Classroom24-7,Rizk Ventures,04/07/2015,
Snapdeal acquires FreeCharge,FreeCharge,Snapdeal,04/08/2015,
Fusion-io acquires NexGen Storage,NexGen Storage,Fusion-io,04/25/2013,"$119,000,000"
Amazon acquires Shoefitr,Shoefitr,Amazon,04/10/2015,
Box acquires Verold,Verold,Box,04/15/2015,
Dentsu Aegis Network acquires AbaGada Internet,AbaGada Internet,Dentsu Aegis Network,04/20/2015,
"nCrowd, Inc. acquires ethicalDeal",ethicalDeal,"nCrowd, Inc.",05/12/2015,
AVG Technologies acquires Privax,Privax,AVG Technologies,05/06/2015,"$60,000,000"
MorphoSys acquires Lanthio Pharma,Lanthio Pharma,MorphoSys,05/08/2015,"$22,500,000"
Brand Networks acquires SHIFT,SHIFT,Brand Networks,05/14/2015,"$50,000,000"
Phenix Groupe acquires Kawet,Kawet,Phenix Groupe,11/01/2013,
Sprinklr acquires newBrandAnalytics,newBrandAnalytics,Sprinklr,06/02/2015,
Quantcast acquires Ad Performance,Ad Performance,Quantcast,06/04/2015,
Tech Air acquires Geneva Gas & Supply,Geneva Gas & Supply,Tech Air,06/09/2015,
"Phunware, Inc. acquires Odyssey Mobile Interaction",Odyssey Mobile Interaction,"Phunware, Inc.",12/29/2014,
Cinven acquires Synlab Group,Synlab Group,Cinven,06/26/2015,
Silicon Laboratories acquires Touchstone Semiconductor,Touchstone Semiconductor,Silicon Laboratories,03/05/2014,"$1,500,000"
Warp 9 acquires Indaba Group,Indaba Group,Warp 9,06/30/2015,
findababysitter.com acquires Parcura,Parcura,findababysitter.com,04/01/2012,
FICO (Fair Isaac Corporation) acquires Karmasphere (now part of FICO),Karmasphere (now part of FICO),FICO (Fair Isaac Corporation),04/17/2014,
Descartes Systems Group acquires IES,IES,Descartes Systems Group,06/15/2012,
Spring acquires Toodalu,Toodalu,Spring,01/01/2013,
"Greatist acquires Blood, Sweat & Cheers","Blood, Sweat & Cheers",Greatist,07/15/2015,
Excelsior Capital Partners acquires Artissimo Designs,Artissimo Designs,Excelsior Capital Partners,07/06/2015,
Teneo Holdings acquires StockWell,StockWell,Teneo Holdings,07/09/2015,
ProctorU acquires HigherNext,HigherNext,ProctorU,02/26/2014,
Alliance Health Networks acquires Medify,Medify,Alliance Health Networks,05/15/2012,
Sysomos acquires Expion,Expion,Sysomos,07/22/2015,
Cisco acquires ThreatGRID,ThreatGRID,Cisco,05/21/2014,
Adiant acquires inSparq,inSparq,Adiant,08/04/2015,
FanDuel acquires numberFire,numberFire,FanDuel,08/19/2015,
zoozoocom acquires Hemfoder AB,Hemfoder AB,zoozoocom,10/31/2013,
BlackRock acquires FutureAdvisor,FutureAdvisor,BlackRock,08/26/2015,"$150,000,000"
Overstock.com acquires SpeedRoute,SpeedRoute,Overstock.com,08/27/2015,"$30,300,000"
AOL acquires Kanvas Labs,Kanvas Labs,AOL,08/31/2015,
LinkedIn acquires Fliptop,Fliptop,LinkedIn,08/27/2015,
Envision Pharma Group acquires Alligent Group,Alligent Group,Envision Pharma Group,09/09/2015,
priceline.com acquires buuteeq,buuteeq,priceline.com,06/10/2014,
Freescale Semiconductor acquires CogniVue,CogniVue,Freescale Semiconductor,09/10/2015,
"Mobile Web America, Inc. acquires Kishkee",Kishkee,"Mobile Web America, Inc.",11/05/2013,
Cox Communications acquires Trapollo,Trapollo,Cox Communications,09/10/2015,
Purch acquires Active Junky,Active Junky,Purch,09/18/2015,
Gaming Corp acquires VisualDreams AB,VisualDreams AB,Gaming Corp,09/14/2015,
Principled Technologies acquires Weejee Learning,Weejee Learning,Principled Technologies,09/21/2015,
Foodpanda acquires Singapore Dine,Singapore Dine,Foodpanda,09/24/2015,
Gigoptix acquires TeraSquare,TeraSquare,Gigoptix,09/24/2015,
Prosper acquires Prosper Daily,Prosper Daily,Prosper,09/23/2015,
Ducere Investment Group acquires Elite Home Healthcare Services,Elite Home Healthcare Services,Ducere Investment Group,12/06/2014,
Parker Hannifin acquires President Engineering Group,President Engineering Group,Parker Hannifin,09/29/2015,
XL Group acquires New Energy Risk,New Energy Risk,XL Group,09/29/2015,
Allied Integrated Marketing acquires Langdon Flynn Communications,Langdon Flynn Communications,Allied Integrated Marketing,10/01/2015,
Epic Health Services acquires Unifour Nursing,Unifour Nursing,Epic Health Services,09/30/2015,
Insight Enterprises acquires BlueMetal Architects,BlueMetal Architects,Insight Enterprises,10/01/2015,
Brightstar acquires WirelessWorks,WirelessWorks,Brightstar,10/16/2015,
Square Yards acquires Oryden Tech Labs,Oryden Tech Labs,Square Yards,10/19/2015,
Welltok acquires Zamzee - A Welltok Company,Zamzee - A Welltok Company,Welltok,10/20/2015,
Imaginetics acquires Azmark Aerosystems,Azmark Aerosystems,Imaginetics,10/21/2015,
DenTek Oral Care acquires Orabrush,Orabrush,DenTek Oral Care,03/10/2015,
Origene Technologies acquires Acris Antibodies,Acris Antibodies,Origene Technologies,10/28/2015,
RIVS acquires Async Interview,Async Interview,RIVS,09/01/2015,
Change.org acquires Louder,Louder,Change.org,10/29/2015,
Tune acquires Artisan Mobile,Artisan Mobile,Tune,10/30/2015,
Ettain Group Inc. acquires Timberhorn IT Solutions,Timberhorn IT Solutions,Ettain Group Inc.,11/03/2015,
Quotient Technology acquires Shopmium,Shopmium,Quotient Technology,11/03/2015,
"Lanyon Solutions, Inc acquires Lanyon Mobile (formerly GenieConnect)",Lanyon Mobile (formerly GenieConnect),"Lanyon Solutions, Inc",02/01/2014,
Postmates acquires Sosh,Sosh,Postmates,11/05/2015,
Sharecare acquires Feingold Technologies GmbH,Feingold Technologies GmbH,Sharecare,02/24/2015,
Deliv acquires Zipments,Zipments,Deliv,11/09/2015,
Bruin Sports Capital acquires Engine Shop,Engine Shop,Bruin Sports Capital,11/09/2015,
SIM Partners acquires SyCara Local,SyCara Local,SIM Partners,11/17/2015,
Zoomd acquires SphereUp,SphereUp,Zoomd,11/24/2015,"$7,000,000"
Presidio acquires Sequoia Worldwide,Sequoia Worldwide,Presidio,11/30/2015,
Brundage-Bone Concrete Pumping acquires Action Concrete Pumping,Action Concrete Pumping,Brundage-Bone Concrete Pumping,11/30/2015,
Aspect Software acquires LinguaSys,LinguaSys,Aspect Software,08/11/2015,
Dinner Lab acquires Dishcrawl,Dishcrawl,Dinner Lab,12/02/2015,
Webedia acquires Edit-Place,Edit-Place,Webedia,12/09/2015,
CBS acquires 247 Sports,247 Sports,CBS,12/17/2015,
Genesys acquires SpeechStorm,SpeechStorm,Genesys,12/20/2015,
Anheuser-Busch InBev acquires Camden Town Brewery,Camden Town Brewery,Anheuser-Busch InBev,12/23/2015,
Kuzari Group acquires ONA,ONA,Kuzari Group,11/10/2015,
Bain Capital acquires American Trailer Works,American Trailer Works,Bain Capital,01/04/2016,
The TEAM Companies acquires Lightspeed,Lightspeed,The TEAM Companies,01/10/2016,
Juno Therapeutics acquires AbVitro,AbVitro,Juno Therapeutics,01/11/2016,"$125,000,000"
BLUE Software acquires Viki Solutions,Viki Solutions,BLUE Software,01/12/2016,
Grand Perfecta acquires FanXT,FanXT,Grand Perfecta,01/12/2016,
Preferred Systems Solutions acquires Tetra Concepts,Tetra Concepts,Preferred Systems Solutions,01/13/2016,
Coupa Software acquires Contractually,Contractually,Coupa Software,01/14/2016,
Hellofood acquires Pizzabo.it,Pizzabo.it,Hellofood,02/11/2015,"€55,000,000"
OnCourse Learning acquires Distance CME,Distance CME,OnCourse Learning,01/15/2016,
RideScout acquires GlobeSherpa,GlobeSherpa,RideScout,06/30/2015,
"OpenTech Alliance, Inc. acquires StorageTreasures.com",StorageTreasures.com,"OpenTech Alliance, Inc.",01/20/2016,
Pivot3 acquires NexGen Storage,NexGen Storage,Pivot3,01/27/2016,
21sportsgroup acquires mysportgroup,mysportgroup,21sportsgroup,01/12/2016,
Apple acquires Flyby Media,Flyby Media,Apple,01/29/2016,
Paperlit acquires Stonewash,Stonewash,Paperlit,01/30/2016,
Telenor acquires Tapad,Tapad,Telenor,02/01/2016,"$360,000,000"
Badoo acquires Lulu,Lulu,Badoo,02/09/2016,
Fulcrum Labs acquires Adapt Courseware,Adapt Courseware,Fulcrum Labs,02/10/2016,
ShowingTime acquires RealEstate Business Intelligence,RealEstate Business Intelligence,ShowingTime,02/16/2016,
Meituan-Dianping acquires Meituan.com,Meituan.com,Meituan-Dianping,10/01/2015,"$15,000,000,000"
Go-Jek acquires C42 Engineering,C42 Engineering,Go-Jek,02/19/2016,
Veda Advantage acquires EDX Australia,EDX Australia,Veda Advantage,02/22/2016,
Millward Brown acquires Kantar,Kantar,Millward Brown,02/29/2016,
Sapient acquires Vertiba,Vertiba,Sapient,03/02/2016,
Comcast acquires OneTwoSee,OneTwoSee,Comcast,03/07/2016,
AKQA acquires Potato,Potato,AKQA,03/07/2016,
Advantage Media Group acquires Shelton Interactive,Shelton Interactive,Advantage Media Group,03/14/2016,
Dentsu Aegis Network acquires Flock Agency,Flock Agency,Dentsu Aegis Network,03/14/2016,
Syneron Medical acquires Orscan Technologies,Orscan Technologies,Syneron Medical,01/01/2015,"$3,200,000"
GeoOp acquires InterfaceIT,InterfaceIT,GeoOp,03/15/2016,
CTL Medical acquires AccelSPINE,AccelSPINE,CTL Medical,03/17/2016,
AddLife AB acquires Esthe-tech,Esthe-tech,AddLife AB,03/17/2016,
Hepro acquires Mektron,Mektron,Hepro,03/15/2016,
MOL acquires PaybyMe,PaybyMe,MOL,09/01/2014,
PMK•BNC acquires Prime Public Relations,Prime Public Relations,PMK•BNC,03/28/2016,
Liberty University acquires Red Tie Music,Red Tie Music,Liberty University,03/30/2016,
migme acquires Sold.sg,Sold.sg,migme,01/21/2015,
Pragma Pharmaceuticals acquires Keflex product,Keflex product,Pragma Pharmaceuticals,04/06/2016,
Abbott acquires Kalila Medical,Kalila Medical,Abbott,04/06/2016,
SocialEyez acquires BSocial,BSocial,SocialEyez,04/07/2016,"£10,000,000"
Forever acquires pixels2Pages,pixels2Pages,Forever,04/08/2016,
Ingenico Group acquires Think&Go NFC,Think&Go NFC,Ingenico Group,04/11/2016,
Redbrick acquires DeskMetrics,DeskMetrics,Redbrick,04/05/2016,
Live Nation Entertainment acquires Founders Entertainment LLC,Founders Entertainment LLC,Live Nation Entertainment,04/11/2016,
Rollins acquires DWL Services of CCSD,DWL Services of CCSD,Rollins,04/12/2016,
Techwave acquires Advaita Technology Solutions,Advaita Technology Solutions,Techwave,03/17/2016,
Sports Illustrated Play acquires Tourney Machine,Tourney Machine,Sports Illustrated Play,04/20/2016,
Blackstone acquires Concordia Healthcare,Concordia Healthcare,Blackstone,04/21/2016,
Allergan acquires Topokine Therapeutics,Topokine Therapeutics,Allergan,04/21/2016,"$85,000,000"
BEUTiFi.com acquires SalonAddict,SalonAddict,BEUTiFi.com,01/18/2016,
TripAdvisor acquires HouseTrip,HouseTrip,TripAdvisor,04/27/2016,
iFashion Group acquires Invade Industry,Invade Industry,iFashion Group,04/28/2016,"$1,000,000"
Qualfon acquires Culture.Service.Growth,Culture.Service.Growth,Qualfon,04/26/2016,
rbb Communications acquires SpiderBoost,SpiderBoost,rbb Communications,04/27/2016,
MedData acquires Duet Health,Duet Health,MedData,05/02/2016,
Vimeo acquires VHX,VHX,Vimeo,05/02/2016,
