Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Eros acquires PingTune - Music Messenger,PingTune - Music Messenger,Eros,10/12/2015,
Velocity acquires Tab Payments Corp.,Tab Payments Corp.,Velocity,10/16/2015,
Citrus Payment Solutions acquires Zwitch Payments,Zwitch Payments,Citrus Payment Solutions,10/21/2015,
Nitro acquires doxIQ,doxIQ,Nitro,10/22/2015,
Twitter acquires ZeroPush,ZeroPush,Twitter,10/26/2015,
Greenwood Hall acquires Uvize,Uvize,Greenwood Hall,10/27/2015,
TMG Consulting acquires RIM Solutions,RIM Solutions,TMG Consulting,10/29/2015,
"John Wiley & Sons, Inc acquires AnalystSuccess.com",AnalystSuccess.com,"John Wiley & Sons, Inc",10/29/2015,
Fractal Analytics acquires Imagna Analytics,Imagna Analytics,Fractal Analytics,10/29/2015,
LifeLock acquires bop.fm,bop.fm,LifeLock,10/29/2015,
Blippar acquires Binocular,Binocular,Blippar,10/29/2015,
KSIX Media acquires DigitizeIQ,DigitizeIQ,KSIX Media,11/02/2015,
Penton acquires MRO Network,MRO Network,Penton,11/02/2015,
Follett Corporation acquires Advanced-Online,Advanced-Online,Follett Corporation,10/03/2015,
PagerDuty acquires Event Enrichment HQ,Event Enrichment HQ,PagerDuty,11/03/2015,
"Mad Mobile, Inc. acquires KidoZen",KidoZen,"Mad Mobile, Inc.",11/09/2015,
Abraaj Group acquires Clinique Specialisee Menara,Clinique Specialisee Menara,Abraaj Group,11/04/2015,
Gomalon acquires Bookmyspa,Bookmyspa,Gomalon,11/05/2015,"$1,800,000"
Applied Systems acquires EvoSure,EvoSure,Applied Systems,05/03/2016,
Wolters Kluwer acquires SmartLaw Media,SmartLaw Media,Wolters Kluwer,03/01/2014,
Acapela Group acquires CreaWave,CreaWave,Acapela Group,11/12/2015,
Galvanize acquires Zipfian Academy,Zipfian Academy,Galvanize,11/18/2015,
PadillaCRT acquires Joe Smith,Joe Smith,PadillaCRT,11/17/2015,
TrekkSoft acquires Acteavo,Acteavo,TrekkSoft,11/18/2015,
Anthem acquires Cobalt Corporation,Cobalt Corporation,Anthem,06/04/2003,"$906,000,000"
Sports365.in acquires tennishub.in,tennishub.in,Sports365.in,11/27/2015,
Wingify acquires Navilytics,Navilytics,Wingify,11/30/2015,
YourStory acquires PapyrusEditor,PapyrusEditor,YourStory,11/30/2015,
Times Internet acquires Get Me A Shop,Get Me A Shop,Times Internet,11/30/2015,
AutoAlert acquires MotoFuze,MotoFuze,AutoAlert,12/01/2015,
Gateway Media acquires Tickld,Tickld,Gateway Media,12/04/2015,
SimilarWeb acquires Quettra,Quettra,SimilarWeb,12/10/2015,"$10,000,000"
LiveIntent acquires Mojn,Mojn,LiveIntent,12/10/2015,
Palo Alto Networks acquires CirroSecure,CirroSecure,Palo Alto Networks,05/01/2015,
LiveIntent acquires Avari,Avari,LiveIntent,11/02/2015,
Anchorage Capital Partners acquires Affinity Education Group,Affinity Education Group,Anchorage Capital Partners,09/15/2015,"$212,000,000"
Pivotal acquires CloudCredo Ltd,CloudCredo Ltd,Pivotal,12/21/2015,
Lightower Fiber Networks acquires HarborLite Networks,HarborLite Networks,Lightower Fiber Networks,12/21/2015,
LocoMobi acquires Discount Park and Ride,Discount Park and Ride,LocoMobi,12/27/2015,
OneTwoTrip acquires Corner,Corner,OneTwoTrip,12/29/2015,
ViewMarket acquires RSVP Social Calendar,RSVP Social Calendar,ViewMarket,12/29/2015,
"TBX Group, Inc acquires mPathDiscovery, LLC","mPathDiscovery, LLC","TBX Group, Inc",12/30/2015,
Angeloop acquires SeederBoard,SeederBoard,Angeloop,01/11/2016,
Hack Reactor acquires MakerSquare,MakerSquare,Hack Reactor,01/21/2015,
StyleSeat acquires BeautyBooked,BeautyBooked,StyleSeat,01/19/2016,
Riverbed Technology acquires Ocedo,Ocedo,Riverbed Technology,01/20/2016,
meXBT acquires Coin Republic,Coin Republic,meXBT,08/01/2015,
AOL acquires AlephD,AlephD,AOL,01/25/2016,
Nextech Systems acquires Supramed,Supramed,Nextech Systems,01/26/2016,
PerkinElmer acquires Vanadis Diagnostics,Vanadis Diagnostics,PerkinElmer,01/26/2016,
InVision acquires Macaw,Macaw,InVision,01/26/2016,
Mattel acquires Sproutling,Sproutling,Mattel,01/29/2016,
Raizlabs acquires Find and Form,Find and Form,Raizlabs,06/01/2015,
LinkedIn acquires Connectifier,Connectifier,LinkedIn,02/04/2016,
One Medical acquires Rise,Rise,One Medical,02/05/2016,"$20,000,000"
Hired acquires ZLemma,ZLemma,Hired,02/08/2016,
Zimmber acquires FindYahan,FindYahan,Zimmber,02/16/2016,
iFood acquires Devorando,Devorando,iFood,02/17/2016,
Vidooly acquires iCouchApp,iCouchApp,Vidooly,02/18/2016,
Google acquires Pie,Pie,Google,02/18/2016,
GiftConnect acquires Klick Push,Klick Push,GiftConnect,10/01/2015,
Zumper acquires PadMapper,PadMapper,Zumper,02/25/2016,
Fuze acquires Contactive,Contactive,Fuze,02/04/2015,
RingCentral acquires Glip,Glip,RingCentral,06/19/2015,
NFP acquires Group Force,Group Force,NFP,03/03/2016,
Peak Indicators acquires Alto Intelligence,Alto Intelligence,Peak Indicators,03/07/2016,
Riot Games acquires Radiant Entertainment,Radiant Entertainment,Riot Games,03/08/2016,
BookMyShow acquires Fantain,Fantain,BookMyShow,03/10/2016,
Venture Stream acquires Commvia,Commvia,Venture Stream,03/07/2016,
App Annie acquires Appscotch,Appscotch,App Annie,03/14/2016,
The New York Times acquires HelloSociety,HelloSociety,The New York Times,03/11/2016,
Square acquires Framed Data,Framed Data,Square,03/14/2016,
Sports.ru acquires 90live.org,90live.org,Sports.ru,03/15/2016,
GAIA System Solutions acquires Sension,Sension,GAIA System Solutions,05/22/2015,
iFood acquires SpoonRocket,SpoonRocket,iFood,03/17/2016,
Magicbricks acquires Properji,Properji,Magicbricks,03/17/2016,
Foodpanda acquires Delivery.com Hong Kong,Delivery.com Hong Kong,Foodpanda,03/18/2016,
gShift acquires InNetwork,InNetwork,gShift,03/21/2016,
Bio-Techne acquires Zephyrus Biosciences,Zephyrus Biosciences,Bio-Techne,03/21/2016,
Zymeworks acquires Kairos Therapeutics,Kairos Therapeutics,Zymeworks,03/22/2016,
JUNIQE acquires stylemarks,stylemarks,JUNIQE,04/16/2014,
wikiHow acquires Guidecentral,Guidecentral,wikiHow,03/24/2016,
Olapic acquires Piqora,Piqora,Olapic,03/24/2016,
Intralinks acquires Verilume,Verilume,Intralinks,03/25/2016,
The Physical Network acquires We-Represent,We-Represent,The Physical Network,03/29/2016,"$3,000,000"
Tinder acquires Humin,Humin,Tinder,03/29/2016,
SheKnows Media acquires Hello Flo,Hello Flo,SheKnows Media,03/30/2016,
OneUp Sports acquires Tixers,Tixers,OneUp Sports,04/01/2015,
AngelHack acquires Codeity,Codeity,AngelHack,04/05/2016,
Fanmiles acquires Vamos,Vamos,Fanmiles,04/11/2016,
"KDDI acquires AppBroadCast Co., Ltd.","AppBroadCast Co., Ltd.",KDDI,04/12/2016,
delivery.com acquires BrewDrop,BrewDrop,delivery.com,04/12/2016,
Magic Leap acquires NorthBit,NorthBit,Magic Leap,04/13/2016,
Polar 3D acquires STEAMtrax,STEAMtrax,Polar 3D,04/12/2016,
Otkritie acquires RocketBank,RocketBank,Otkritie,04/12/2016,
The Asahi Shimbun Company acquires Somewrite,Somewrite,The Asahi Shimbun Company,04/19/2016,
Bigbox acquires Cookapp,Cookapp,Bigbox,04/15/2016,
Idea180 acquires SanaSana,SanaSana,Idea180,01/13/2016,
The Huffington Post acquires RYOT,RYOT,The Huffington Post,04/20/2016,
CleverToday acquires Sidereo,Sidereo,CleverToday,04/20/2016,
Capella Education Company acquires Hackbright Academy,Hackbright Academy,Capella Education Company,04/22/2016,"$18,000,000"
US Agriculture acquires Halderman Real Asset Management LLC,Halderman Real Asset Management LLC,US Agriculture,04/25/2016,
Clearstream.TV acquires EngageHD Inc.,EngageHD Inc.,Clearstream.TV,09/25/2014,
Ingenico Group acquires Lyudia,Lyudia,Ingenico Group,04/26/2016,
DNA2.0 acquires MIGS LLC,MIGS LLC,DNA2.0,04/27/2016,
Halo BI acquires Mental Desk,Mental Desk,Halo BI,01/15/2016,
Beaupass acquires Wellnessly.com,Wellnessly.com,Beaupass,04/29/2016,
"MonotaRO Co., Ltd. acquires Sukamart.com",Sukamart.com,"MonotaRO Co., Ltd.",04/28/2016,
Hawkers Co. acquires Northweek Sunglasses,Northweek Sunglasses,Hawkers Co.,04/27/2016,
Formlabs acquires Pinshape,Pinshape,Formlabs,05/03/2016,
Xact Data Discovery acquires F1 Discovery,F1 Discovery,Xact Data Discovery,05/03/2016,
General Mills acquires Epic Provisions,Epic Provisions,General Mills,01/06/2016,
"GrubHub acquires Bask Labs, Inc.","Bask Labs, Inc.",GrubHub,04/01/2016,
Snapdeal acquires TargetingMantra,TargetingMantra,Snapdeal,05/05/2016,
Emcor Group acquires Rabalais Constructors,Rabalais Constructors,Emcor Group,03/21/2016,
Oracle Corporation acquires CloudMonkey,CloudMonkey,Oracle Corporation,06/30/2015,
Salesforce acquires Implisit,Implisit,Salesforce,05/09/2016,
Aruba Networks acquires Rasa Networks,Rasa Networks,Aruba Networks,05/09/2016,
SilverVue acquires ProMD,ProMD,SilverVue,07/01/2015,
Storytel acquires Mofibo,Mofibo,Storytel,05/20/2016,
DOCTENA acquires DocBook,DocBook,DOCTENA,05/20/2016,
eShop Ventures acquires ChicPlace,ChicPlace,eShop Ventures,05/20/2016,
Northcap acquires Comparo.dk,Comparo.dk,Northcap,09/18/2013,
VIF International Education acquires Participate Learning,Participate Learning,VIF International Education,05/25/2016,
Kabam acquires Superweapon,Superweapon,Kabam,05/26/2016,
BroadSoft acquires Intellinote,Intellinote,BroadSoft,05/31/2016,
Crest Industries LLC acquires Optimal Field Services LLC,Optimal Field Services LLC,Crest Industries LLC,06/01/2016,
Red Gate Software acquires 3T Software Labs,3T Software Labs,Red Gate Software,06/06/2016,
Shandong Luyitong Intelligent Electric acquires Canaan Creative,Canaan Creative,Shandong Luyitong Intelligent Electric,06/08/2016,"$466,000,000"
Erecruit acquires eStaff365,eStaff365,Erecruit,10/13/2014,
Yatra acquires mGaadi,mGaadi,Yatra,06/17/2016,
"Kuber Financial acquires Mobilend, Inc.","Mobilend, Inc.",Kuber Financial,06/20/2016,
Under Armour acquires Gritness,Gritness,Under Armour,07/01/2015,
NerdWallet acquires aboutLife,aboutLife,NerdWallet,06/28/2016,
"Apollo Global Management, LLC acquires Diamond Resorts International",Diamond Resorts International,"Apollo Global Management, LLC",06/29/2016,"$2,200,000,000"
Sherpa Marketing acquires The IT Marketing Agency,The IT Marketing Agency,Sherpa Marketing,06/27/2016,
Obela Fresh Dips & Spreads acquires Florentin,Florentin,Obela Fresh Dips & Spreads,06/30/2016,
Knowledge Machine International acquires everyStory,everyStory,Knowledge Machine International,07/01/2016,
Snapdeal acquires GoJavas,GoJavas,Snapdeal,07/14/2016,
Providence Health & Services acquires Medicast,Medicast,Providence Health & Services,07/21/2016,
Carbon Black acquires Confer Technologies,Confer Technologies,Carbon Black,07/19/2016,
New Relic acquires Immediately,Immediately,New Relic,07/15/2016,
Reverso acquires Fleex,Fleex,Reverso,07/19/2016,
Trinity Mirror acquires Local World,Local World,Trinity Mirror,08/01/2016,"$220,000,000"
Chauffeur Prive acquires Djump,Djump,Chauffeur Prive,07/30/2015,
Penn National Gaming acquires Rocket Games,Rocket Games,Penn National Gaming,08/03/2016,"$170,000,000"
Renovate America acquires CakeSystems,CakeSystems,Renovate America,08/03/2016,
sovrn acquires OnScroll Limited,OnScroll Limited,sovrn,04/20/2016,
Kensey Nash Corporation acquires Medical Adhesive,Medical Adhesive,Kensey Nash Corporation,01/31/2011,
Phillips Properties group acquires MPG BUILDERS,MPG BUILDERS,Phillips Properties group,03/01/2015,
Plynked acquires Ceemly,Ceemly,Plynked,04/15/2013,"$5,000"
Zipfian Academy acquires BayesCamp,BayesCamp,Zipfian Academy,06/10/2013,
Edevate acquires MOOCDOM,MOOCDOM,Edevate,09/01/2013,"$200,000"
Mason Street Labs acquires Senator Club,Senator Club,Mason Street Labs,08/01/2013,
Global Asset Management acquires American Fantasy Entertainment Group,American Fantasy Entertainment Group,Global Asset Management,07/12/2013,"$6,500,000"
ETS acquires Yellowsmith,Yellowsmith,ETS,01/30/2014,
Beamonte Investments acquires KCMX Capital,KCMX Capital,Beamonte Investments,04/24/2014,
Doorman acquires Luna – Moonlit Deliveries,Luna – Moonlit Deliveries,Doorman,05/06/2014,
Google acquires Appetas,Appetas,Google,05/07/2014,
General Autonomy acquires Institute of Aeronautics and Aerspace Studies,Institute of Aeronautics and Aerspace Studies,General Autonomy,03/03/2014,
AddShoppers acquires Sociaby,Sociaby,AddShoppers,06/26/2014,
Jut Inc acquires Sessionbox,Sessionbox,Jut Inc,05/01/2014,
DECOVRY acquires Canary Street,Canary Street,DECOVRY,07/15/2014,
Mercy Alliance International acquires World Help Solutions,World Help Solutions,Mercy Alliance International,12/19/2014,
NewBay Media acquires RatingsIntel,RatingsIntel,NewBay Media,04/10/2014,
301 Digital Media acquires Oh My Veggies,Oh My Veggies,301 Digital Media,02/27/2015,
Men's Market acquires MensMarket.com,MensMarket.com,Men's Market,02/01/2015,
Shopwave acquires Stamp.it,Stamp.it,Shopwave,11/18/2013,
priceline.com acquires Rocketmiles,Rocketmiles,priceline.com,02/19/2015,"$20,000,000"
Golfler Holdings Corporation acquires Ninja Caddie,Ninja Caddie,Golfler Holdings Corporation,03/12/2015,
Fastly acquires CDN Sumo,CDN Sumo,Fastly,04/17/2014,
CenturyLink acquires Orchestrate,Orchestrate,CenturyLink,04/22/2015,
Credit-Aid: Credit Repair Software acquires Credit Repair Cloud,Credit Repair Cloud,Credit-Aid: Credit Repair Software,01/01/2014,
Housing.com acquires RealtyBI,RealtyBI,Housing.com,06/01/2015,"$2,000,000"
Synchronoss Technologies acquires Younited,Younited,Synchronoss Technologies,02/04/2015,"$60,000,000"
Digital Asset acquires Bits Of Proof,Bits Of Proof,Digital Asset,06/25/2015,
Maker Studios acquires Instafluence,Instafluence,Maker Studios,07/09/2015,
Raptor Supplies acquires Tizaro,Tizaro,Raptor Supplies,08/01/2014,
WorkWave acquires RefGo,RefGo,WorkWave,09/10/2015,
Apple acquires Mapsense,Mapsense,Apple,09/15/2015,"$25,000,000"
Symphony acquires Perzo,Perzo,Symphony,08/01/2014,
Gone acquires FOBO,FOBO,Gone,10/19/2015,
Qieon Research acquires Turing Enigma Machines LLC,Turing Enigma Machines LLC,Qieon Research,12/17/2015,
Unbounce acquires Rooster Engagement Tools,Rooster Engagement Tools,Unbounce,06/29/2015,
"Phoenix Asset Management acquires 4Sight Development, LLC","4Sight Development, LLC",Phoenix Asset Management,05/01/2013,
"Beachbody acquires BurnThis, Inc. (acquired by Beachbody, LLC)","BurnThis, Inc. (acquired by Beachbody, LLC)",Beachbody,01/07/2016,
Cloudera acquires Sense Platform,Sense Platform,Cloudera,03/22/2016,
Phenix Groupe acquires Insert,Insert,Phenix Groupe,04/26/2012,
Editsoft Digital acquires DU Khabar,DU Khabar,Editsoft Digital,12/01/2015,"₹1,000,000"
Square acquires Storehouse,Storehouse,Square,06/14/2016,
MMI Holdings acquires Moneyhub,Moneyhub,MMI Holdings,05/08/2014,
China Unicom acquires Handle My Health,Handle My Health,China Unicom,09/09/2015,"£48,000,000"
IVY acquires CultureHorde,CultureHorde,IVY,12/16/2015,
Vix Solutions acquires Reportus,Reportus,Vix Solutions,01/01/2016,"£1,500,000"
Minic Investments Linited acquires Fotopoulos.com LLC,Fotopoulos.com LLC,Minic Investments Linited,01/02/2005,
The Sportswear Group acquires SportStylist,SportStylist,The Sportswear Group,09/01/2016,
Vindi acquires aceitaFacil Pagamentos,aceitaFacil Pagamentos,Vindi,07/01/2016,"R$500,000"
Global Governance Solutions acquires novashare solutions,novashare solutions,Global Governance Solutions,03/01/2016,
GroupSense acquires FortSec,FortSec,GroupSense,01/01/2016,
United Stations Radio Networks acquires Universal Comedy Network,Universal Comedy Network,United Stations Radio Networks,09/19/2016,
Linas Matkasse acquires Adams Matkasse,Adams Matkasse,Linas Matkasse,01/01/2013,
Jerusalem Venture Partners (JVP) acquires CyActive,CyActive,Jerusalem Venture Partners (JVP),04/01/2014,
BlackFin Capital Partners acquires COMPARADISE,COMPARADISE,BlackFin Capital Partners,07/01/2012,
